Specified Values,Specified Attribute Names,Country,Fitness,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_1, R_2, R_5, R_7",0.0,0.0084451565851741,906.856274158483,204.07999406915818,2.8248658932835767e-08,1,16.584558906034932,4329,2054,0.5454545454545454,0.0005823224474760051,25,48
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_0, R_2, R_6, R_7",0.0,0.009049623798521068,619.3452735004672,405.29001324915373,9.144721588188259e-10,1,11.375869340142795,4852,2058,0.5454545454545454,0.00039943323870426527,20,45
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","R_0, R_2, R_3, R_4, R_5, R_7",0.0,0.0075805534242115655,617.6365826867199,424.2705736444587,7.274203455851423e-10,1,15.551799548968962,4984,2058,0.5454545454545454,0.0005460598637155434,18,45
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_4, R_5, R_6",0.0,0.07986475040674001,1000.0,0.0,1.0,1,22.4086528,4117,2069,0.7272727272727273,0.0007868199339560142,11,12
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, R_0, R_2, R_3, R_4, R_5",1.0,0.010462025408581727,796.7013581422592,298.4723249539755,4.221625041554413e-09,1,17.22080976272097,4947,2094,0.5454545454545454,0.0006046626953037177,20,46
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_2, R_5, R_7",1.0,0.046519642982897895,0.0,0.0,1.0,1,25.75,4789,2109,0.6363636363636364,0.0009041424078544948,4,24
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, R_3, R_4, R_5, R_6, R_7",1.0,0.011989273899599218,834.16133812224,242.89237008384,1.1828526217560443e-08,1,17.77176637947904,4867,2148,0.6363636363636364,0.0006658950187256336,18,26
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_2, R_6",1.0,0.05993479270046808,1000.0,0.0,1.0,1,25.9893262336,4909,2162,0.6363636363636364,0.0009125457087131298,14,23
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_4, R_5, R_6",0.0,0.04556405477428691,897.6,143.35999999999999,1.6514295005431624e-07,1,18.4165974508603,4786,2183,0.5454545454545454,0.000646649583056613,25,46
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, R_0, R_3, R_5, R_6, R_7",0.0,0.07097975307107936,733.76,319.488,3.0041889662148864e-09,1,18.03968,4700,2188,0.6363636363636364,0.0006334151344514397,9,22
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_1, R_0, R_2, R_3, R_5, R_6, R_7",1.0,0.10098946061806797,680.0,280.0,5.810451002558458e-09,1,22.2,4213,2196,0.6363636363636364,0.0007794936487133897,6,21
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_2",1.0,0.3552760897973442,1000.0,0.0,1.0,2,20.41335227250893,4577,2200,0.45454545454545453,0.0014335205806639416,53,83
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, R_0, R_2, R_4, R_6",0.0,0.004609579303774226,742.665555968,365.07272697173335,1.5420663154789397e-09,1,11.109254201344,4606,2201,0.5454545454545454,0.0003900717608959544,16,38
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_2, R_4",0.0,0.277236535953814,0.0,0.0,1.0,1,16.230976,4820,2216,0.5454545454545454,0.0005699073290279035,10,44
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_2",0.0,0.4223247162226962,0.0,0.0,1.0,5,25.858790479420115,4988,2219,0.45454545454545453,0.005447773768140067,30,81
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_2, R_1, R_2, R_4, R_5, R_6",1.0,0.1299344396853685,0.0,0.0,1.0,1,20.8912,4960,2249,0.6363636363636364,0.0007335386357658184,8,23
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_4, R_5",0.0,0.2701555908526397,0.0,0.0,1.0,3,21.181683843072,4697,2254,0.45454545454545453,0.002231214597936439,16,86
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, R_0, R_1, R_2, R_7",0.0,0.03710326845356525,564.6898176,413.83534591999995,8.238764589182815e-10,1,16.1077521408,3562,2255,0.5454545454545454,0.0005655806526487885,14,45
"0.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, R_1, R_2, R_3, R_5, R_6",1.0,0.01583502817839628,526.0301312,423.04927061333336,7.379811126312826e-10,1,17.0451001344,4305,2257,0.5454545454545454,0.0005984931214616462,14,43
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, R_3, R_4, R_5, R_6",0.0,0.006421384256136442,298.58540157612856,381.8198449145949,1.2322746530809144e-09,1,18.246228370526044,4945,2277,0.45454545454545453,0.006454272317164549,22,87
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_5, R_7",0.0,0.2684518177178691,0.0,0.0,1.0,4,17.366239812439247,4901,2282,0.45454545454545453,0.0024390763307801802,21,89
"1.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_6, R_7",0.0,0.06650318096320773,1000.0,0.0,1.0,1,23.6210755958823,4696,2291,0.5454545454545454,0.0008293909190436531,33,44
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_2, R_4, R_5",0.0,0.004647822843458514,540.9280000000001,398.93333333333334,9.896881516216052e-10,1,18.021632,4901,2303,0.6363636363636364,0.0006327814271824317,10,21
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_0, R_1, R_3, R_4",1.0,0.032810620211138716,820.6266051185869,219.21823025651165,1.975225406486203e-08,1,18.709630451727726,4754,2304,0.5454545454545454,0.0006569386534638013,21,43
"0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_1, R_3, R_5",0.0,0.3102157765396032,0.0,0.0,1.0,1,17.40565395976525,4950,2327,0.45454545454545453,0.0006111530051054087,27,85
"1.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, R_0, R_3, R_5, R_6",0.0,0.022825435699826185,622.3078399999999,399.40369066666665,9.838743350086765e-10,1,15.109591040000002,4411,2328,0.5454545454545454,0.0005305328941593127,12,37
"1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_7",1.0,0.6686162013268606,0.0,0.0,1.0,18,24.314406140888973,4970,2358,0.36363636363636365,0.015367236615454697,42,170
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, R_0, R_1, R_4, R_6",1.0,0.007894977389891878,790.8323139584,324.90384960170667,2.7620129760196488e-09,1,15.801646006272001,4947,2362,0.5454545454545454,0.0005548325541038885,17,36
"1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_4",1.0,0.4828798228980382,1000.0,0.0,1.0,7,21.686661670682106,4947,2363,0.36363636363636365,0.005330284019758994,130,170
"1.0, 0.0, 1.0, 1.0","A_1, A_2, R_2, R_6",0.0,0.7041947582089882,0.0,0.0,1.0,18,30.660642014244992,4988,2372,0.36363636363636365,0.01937819652614504,51,165
"1.0, 1.0, 1.0, 1.0, 0.0","R_0, R_1, R_2, R_4, R_5",0.0,0.004654881521731104,883.0955719016558,225.5623351635533,1.7126439702033018e-08,1,16.260241042444346,4786,2389,0.45454545454545453,0.007934529616370058,25,84
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, R_0, R_1, R_7",1.0,0.14271483107959926,0.0,0.0,1.0,2,25.02115161271672,4745,2394,0.45454545454545453,0.0017571016905952677,24,79
"1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_4",0.0,0.0019364717064230224,822.5152043107986,299.89870879459215,4.122180650574421e-09,1,10.392243638978986,4795,2398,0.45454545454545453,0.01218992410771909,41,85
"0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, R_2, R_3, R_4, R_6, R_7",0.0,0.0055052624754531425,767.1424000000001,328.36266666666666,2.6195767681444445e-09,1,18.4002944,4626,2408,0.6363636363636364,0.0006460771450115564,11,24
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_1, R_3, R_4, R_5",0.0,0.21334826224731543,0.0,0.0,1.0,1,18.187164160000002,4979,2409,0.5454545454545454,0.0006385936464336844,12,37
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, R_4, R_5, R_6, R_7",0.0,0.23967523193181495,0.0,0.0,1.0,2,17.2873856,4820,2413,0.5454545454545454,0.001214000655681019,11,44
"1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_7",0.0,0.7614941444788733,1000.0,0.0,1.0,12,20.884818878453046,4952,2434,0.36363636363636365,0.00879977495691008,124,165
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_2, R_3, R_5",1.0,0.09050939325927952,0.0,0.0,1.0,1,21.4,4791,2438,0.6363636363636364,0.0007514037874984927,5,21
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, R_0, R_1, R_4, R_7",0.0,0.010640218219203093,586.4281088,423.0492706133333,7.379811126312832e-10,1,11.7236476928,4795,2441,0.5454545454545454,0.0004116445457788732,14,40
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_4, R_5",1.0,0.07033916308978086,1000.0,0.0,1.0,1,22.9278667519768,4666,2498,0.5454545454545454,0.0008050507437708474,27,37
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_2, R_5",0.0,0.06755004376006067,1000.0,0.0,1.0,1,21.21737756672,4549,2501,0.6363636363636364,0.0007449914889915403,15,21
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_4, R_7",1.0,0.08010080815645869,1000.0,0.0,1.0,1,17.775973321865944,4773,2506,0.45454545454545453,0.0006241557794636558,65,75
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_3",0.0,0.4120462344695296,1000.0,0.0,1.0,4,13.96522314605768,4984,2511,0.45454545454545453,0.001961405900039132,50,75
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, R_0, R_3, R_5, R_6, R_7",0.0,0.013326141741612141,772.0399800565865,235.22253679246563,1.3886901438141803e-08,1,11.219361411267906,4927,2522,0.5454545454545454,0.000393937881202857,24,35
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_1, R_4",1.0,0.19240771953192026,0.0,0.0,1.0,2,29.12982298526547,4976,2526,0.45454545454545453,0.002045631712176554,25,79
"1.0, 0.0, 1.0, 1.0","A_0, A_2, R_4, R_6",1.0,0.44573877525853195,1000.0,0.0,1.0,8,22.31332014526842,4916,2530,0.36363636363636365,0.006267780661241536,125,167
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_2, R_3, R_4",1.0,0.01823662074381323,594.24,400.2986666666667,9.729248191264035e-10,1,20.86944,4582,2534,0.6363636363636364,0.0007327745915407731,9,20
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, R_0, R_1, R_2, R_6",0.0,0.16408873128315046,0.0,0.0,1.0,2,19.041785343999997,4939,2547,0.5454545454545454,0.0013372027689920456,13,37
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_2, R_4, R_7",0.0,0.28816525786261116,1000.0,0.0,1.0,3,12.336,4384,2561,0.7272727272727273,0.0012994369798011319,8,8
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_4, R_5",1.0,0.29713410115379707,1000.0,0.0,1.0,2,18.927484516889848,4747,2578,0.45454545454545453,0.0013291760330663655,54,74
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_5, R_7",1.0,0.23510814049476914,1000.0,0.0,1.0,2,15.18956010834601,4747,2578,0.5454545454545454,0.0010666815883969352,30,39
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_1, R_2, R_4, R_5, R_7",1.0,0.09106456955255715,1000.0,0.0,1.0,1,23.32,4973,2579,0.7272727272727273,0.0008188194544142454,8,9
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_6",0.0,0.30919578474804177,0.0,0.0,1.0,2,17.097986387968,4993,2590,0.45454545454545453,0.0012007001617305448,16,76
"1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_1, R_3, R_7",1.0,0.32399236338580994,0.0,0.0,1.0,3,19.343617262793522,4978,2592,0.45454545454545453,0.002037598216147329,20,74
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_2, R_7",0.0,0.016161913994698025,815.6800000000001,281.25866666666667,5.681597082058923e-09,1,18.49696,3281,2606,0.6363636363636364,0.0006494712991218748,9,19
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_0, R_3, R_4, R_6",0.0,0.03073540420698912,986.2561046528,43.980465111039976,6.077163357286291e-05,1,14.525828021223424,4688,2607,0.5454545454545454,0.0005100356164345335,19,39
"0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_3, R_4",0.0,0.2430868457743111,0.0,0.0,1.0,1,16.28001232859929,4979,2612,0.45454545454545453,0.0005716291086089563,22,75
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, R_0, R_1, R_3, R_5, R_6",0.0,0.2574526488052249,1000.0,0.0,1.0,1,12.012854560513308,4995,2626,0.5454545454545454,0.0004217992717494505,27,37
"1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_4",0.0,0.18085263856894435,1000.0,0.0,1.0,2,15.788201258792098,4967,2629,0.45454545454545453,0.0011087209554808274,53,73
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_2, R_4, R_7",1.0,0.09324664169172285,1000.0,0.0,1.0,1,18.379160678399998,4087,2633,0.6363636363636364,0.0006453350908781835,14,17
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, R_1, R_2, R_5, R_6",1.0,0.00933038361546775,872.0,215.46666666666664,2.153275181431697e-08,1,16.208,4661,2636,0.5454545454545454,0.0005691005882138117,7,35
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_3, R_4",0.0,0.22748818545468175,0.0,0.0,1.0,1,14.5,4820,2637,0.6363636363636364,0.0005091287345200067,4,18
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, R_1, R_2, R_3, R_4",1.0,0.03272737038198273,324.16505856,394.5902189226667,1.0453661210483782e-09,1,17.16348944384,4863,2641,0.5454545454545454,0.0006026500455510175,15,34
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_1, R_3, R_5, R_7",1.0,0.06642648392266914,0.0,0.0,1.0,1,17.5,4125,2641,0.6363636363636364,0.0006144657140758703,2,17
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_3, R_4, R_6",0.0,0.009250602575067728,443.575123968,427.8882216618667,6.971854904455335e-10,1,24.394694627328,4988,2644,0.5454545454545454,0.000856554483076794,16,37
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_3, R_4, R_6, R_7",0.0,0.01503370915941347,550.144,398.9333333333333,9.896881516216052e-10,1,26.714176000000002,4988,2663,0.6363636363636364,0.000937996870387913,10,23
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_2, R_0, R_2, R_4, R_7",0.0,0.009265141881533238,637.58700724224,380.5855098688853,1.2523875847936374e-09,1,14.115165445980159,4771,2675,0.5454545454545454,0.0004956162980036141,18,35
"0.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, R_1, R_3, R_5, R_6",1.0,0.2364976002282338,0.0,0.0,1.0,2,16.864,4969,2683,0.5454545454545454,0.0011842685488200545,7,36
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0","R_0, R_1, R_2, R_3, R_4, R_6",0.0,0.03263630705112016,697.7152,349.14304,1.9274497076112767e-09,1,16.851796709375996,4684,2684,0.5454545454545454,0.0005917057884850356,16,34
"1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_7",1.0,0.13468526150583235,0.0,0.0,1.0,2,24.706046166728704,4904,2703,0.45454545454545453,0.0017349735199806138,19,72
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_1, R_5, R_6, R_7",0.0,0.006494269492401336,890.9674233528319,234.15034268876803,1.4207773054752489e-08,1,14.627982745675979,4358,2707,0.5454545454545454,0.0005136225064749314,24,38
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_3, R_6, R_7",0.0,0.011798012182956046,887.1656726528,224.70189558442667,1.7456867649603827e-08,1,17.7475424575488,4963,2711,0.5454545454545454,0.0006231575056725457,17,37
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_4, R_5",1.0,0.001496365325472732,483.50309449728,438.4839842747734,6.169235138426202e-10,2,15.440383607930878,4870,2716,0.5454545454545454,0.0010842955816288695,18,35
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_5",1.0,0.15091581617499755,1000.0,0.0,1.0,2,17.780384775230466,4666,2722,0.45454545454545453,0.0012486213517092252,47,67
"0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_2, R_4, R_7",1.0,0.02822930830040838,467.2,398.93333333333334,9.896881516216052e-10,1,16.184,4776,2728,0.6363636363636364,0.0005682578923773649,8,17
"1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_5",1.0,0.6635876515542642,0.0,0.0,1.0,10,16.876066294082968,4840,2741,0.36363636363636365,0.00592557950067738,27,147
"1.0, 0.0, 1.0, 1.0","A_1, A_2, R_2, R_6",1.0,0.4423405780116472,1000.0,0.0,1.0,9,25.587174007647967,4975,2762,0.36363636363636365,0.008085826876007805,92,140
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_2, R_0, R_2, R_4, R_6",0.0,0.3029118057401088,0.0,0.0,1.0,2,13.5721472,4972,2773,0.5454545454545454,0.0009530993280903797,11,36
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_7",1.0,0.21993344489786434,1000.0,0.0,1.0,4,21.815106837940032,4785,2783,0.45454545454545453,0.0030639166173294223,51,67
"0.0, 1.0, 1.0, 1.0","A_0, A_1, R_2, R_3",0.0,0.23681427568338348,0.0,0.0,1.0,5,28.573914475543102,4988,2784,0.36363636363636365,0.005016483074902125,39,139
"1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, R_2, R_4, R_5",0.0,0.44141896070565806,0.0,0.0,1.0,4,15.7076864,4945,2800,0.45454545454545453,0.0022061336549156194,11,67
"0.0, 1.0, 1.0, 1.0, 1.0","A_2, R_0, R_1, R_2, R_4",0.0,0.0010412494970763117,297.6069353472,351.15492944554666,1.8728636185406947e-09,1,25.904339668992,4988,2803,0.45454545454545453,0.0009095616327069179,17,69
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_2, R_7",0.0,0.009076202419962124,612.983296,409.1766101333333,8.7185848737654e-10,1,14.113722368000001,4852,2804,0.5454545454545454,0.000495565628178383,13,34
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_4, R_5, R_7",0.0,0.19435549799922985,0.0,0.0,1.0,1,12.264,4820,2808,0.5454545454545454,0.00043061757242436984,7,32
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_5, R_7",0.0,0.07130328139128943,1000.0,0.0,1.0,1,19.971643843675682,4963,2813,0.5454545454545454,0.0007012508797527506,29,36
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_2, R_3, R_5, R_6",0.0,0.42481844608867403,1000.0,0.0,1.0,2,14.384842240000001,4866,2818,0.6363636363636364,0.0010101705552994676,13,17
"1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_7",1.0,0.06553676918234454,0.0,0.0,1.0,1,23.370550382592,4970,2825,0.45454545454545453,0.0008205943959534569,16,69
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_2, R_4, R_7",0.0,0.04238950490354851,400.0,346.66666666666663,1.997282869425226e-09,1,16.2,4979,2838,0.6363636363636364,0.0005688196896016627,5,17
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, R_1, R_2, R_3, R_5, R_6, R_7",1.0,0.03561532222629946,1000.0,0.0,1.0,1,23.333333333333332,3349,2839,0.7272727272727273,0.0008192876187678269,3,9
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, R_1, R_3, R_4, R_5, R_6, R_7",0.0,0.035105341117458826,750.0,270.8333333333333,6.862611684033906e-09,1,12.0,3117,2847,0.7272727272727273,0.0004213479182234539,4,8
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, R_0, R_2, R_3, R_4, R_5, R_7",0.0,0.02502715899891567,640.0,333.3333333333333,2.4300000000000017e-09,1,19.2,4914,2851,0.7272727272727273,0.0006741566691575262,6,9
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_1, R_4, R_5, R_7",0.0,0.036878115857851196,708.9280000000001,352.2389333333333,1.8442220637290393e-09,1,11.477184,4911,2863,0.5454545454545454,0.00040299063212229444,10,32
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_2, R_3, R_4, R_7",0.0,0.007460404340925567,476.3272713614132,423.86964222225066,7.308671355004372e-10,1,17.738069227413174,4919,2870,0.5454545454545454,0.0006228248785228375,21,34
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_2, R_4",1.0,0.15859220978806987,1000.0,0.0,1.0,1,23.654956121139445,4897,2876,0.5454545454545454,0.0008305805431091044,21,33
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_2, R_6, R_7",1.0,0.14033377422170243,0.0,0.0,1.0,1,18.696,4960,2883,0.5454545454545454,0.0006564600565921412,7,35
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_2, R_3, R_4, R_7",0.0,0.09623229610471737,1000.0,0.0,1.0,1,17.080000000000002,4078,2884,0.7272727272727273,0.0005997185369380494,6,8
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_2, R_4, R_5, R_7",1.0,0.06356063023354025,1000.0,0.0,1.0,1,22.416,4938,2890,0.7272727272727273,0.0007870779112414118,7,8
"0.0, 0.0, 0.0, 1.0, 1.0","A_0, R_0, R_3, R_5, R_7",0.0,0.11049731986640532,995.975971169659,20.363678558879247,0.0028557411175309556,1,8.879757613290057,4735,2892,0.45454545454545453,0.00031178894872405257,33,64
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_3, R_5",1.0,0.07598896745105473,1000.0,0.0,1.0,1,18.30348512992983,4992,2897,0.5454545454545454,0.0006426779463108231,27,33
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_2, R_3, R_5",0.0,0.07383663557358072,0.0,0.0,1.0,1,28.29216,4988,2938,0.6363636363636364,0.0009934035598370727,9,17
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_4, R_7",0.0,0.1507212205596295,0.0,0.0,1.0,1,15.120000000000001,4838,2943,0.5454545454545454,0.000530898376961552,6,32
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_1, R_3, R_4",0.0,0.14304830012887024,1000.0,0.0,1.0,2,17.571902419212172,4981,2958,0.5454545454545454,0.0012339807505934537,22,31
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_3, R_4, R_5",0.0,0.0065344603570106925,708.9280000000001,341.31626666666665,2.1588132092059756e-09,1,16.083968,4771,2979,0.6363636363636364,0.000564745536131054,10,15
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_1, R_2, R_3, R_5",0.0,0.09423471158977763,872.0,153.6,1.169617672033087e-07,1,20.2224,4102,2983,0.6363636363636364,0.0007100555117901645,8,15
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_2, R_0, R_2, R_3, R_4, R_6, R_7",0.0,0.11409823385092933,1000.0,0.0,1.0,1,14.120000000000001,4718,3010,0.7272727272727273,0.0004957860504429308,6,7
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, R_0, R_1, R_3",1.0,0.5372010203792614,1000.0,0.0,1.0,4,14.850355522640147,4516,3014,0.45454545454545453,0.0020857221281141993,42,58
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_1, R_0, R_2, R_3, R_4, R_7",1.0,0.0023104873184154593,680.7193952256,403.7597270289067,9.31933684430124e-10,1,16.1170679078912,4773,3031,0.5454545454545454,0.0005659077509046662,17,30
"0.0, 0.0, 1.0, 1.0, 1.0","A_2, R_1, R_2, R_4, R_6",0.0,0.005366162860063059,137.745137664,267.2507049301333,7.335094323053459e-09,1,18.803389681664,4987,3035,0.45454545454545453,0.0006602307581594583,16,60
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_3, R_5, R_6, R_7",0.0,0.08691194581424705,800.0,256.66666666666663,8.977442821644243e-09,1,11.0,3629,3035,0.6363636363636364,0.0003862355917048327,5,13
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_4, R_5, R_7",1.0,0.06406143678087518,0.0,0.0,1.0,1,14.0,4620,3044,0.6363636363636364,0.0004915725712606962,3,15
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_2, R_0, R_1, R_2, R_4, R_7",1.0,0.012898731947544916,728.9008988160001,362.34209525759996,1.6010542338104207e-09,1,26.185332600832,4785,3070,0.5454545454545454,0.0009194279482791086,16,29
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, R_0, R_2, R_4, R_6",0.0,0.011819469677898918,553.56359245824,412.64600907775997,8.358180661475469e-10,1,14.380005196169217,4972,3079,0.5454545454545454,0.0005049154377873624,19,30
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_2, R_4, R_6",0.0,0.10100196841547568,750.0,187.5,4.315127572016461e-08,1,14.25,4809,3084,0.6363636363636364,0.0005003506528903515,4,13
