Specified Values,Specified Attribute Names,Country,Fitness,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_4, R_5, R_7",0.0,0.03484927656292741,600.0,336.66666666666663,2.3120616208844006e-09,1,17.4,4922,3101,0.6363636363636364,0.0006109544814240081,5,13
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, R_0, R_1, R_2, R_3, R_6",0.0,0.04937284697719622,680.0,314.6666666666667,3.2415020612793396e-09,1,11.28,4803,3101,0.6363636363636364,0.00039606704313004663,6,13
"0.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, R_0, R_2, R_4, R_5, R_7",0.0,0.007844699360783903,552.7769088,406.67706709333333,8.98983220927456e-10,1,15.6867310592,4979,3103,0.5454545454545454,0.0005507976229604263,14,29
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_2, R_1, R_3, R_4, R_5, R_6",0.0,0.05353017910773683,0.0,0.0,1.0,1,20.0,3850,3105,0.6363636363636364,0.0007022465303724232,2,14
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, R_1, R_2, R_3, R_4, R_6",0.0,0.03711042311646244,995.4964003726295,21.091858254851804,0.0023956632996782364,1,12.390673506229026,4846,3117,0.5454545454545454,0.000435065373936342,22,30
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_3, R_6, R_7",1.0,0.07444730471640224,705.6512,321.21855999999997,2.9241311398263153e-09,1,16.75523584,4897,3123,0.5454545454545454,0.0005883153117105837,12,26
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_2, R_3, R_5",1.0,0.10448449895705042,1000.0,0.0,1.0,1,17.2,3458,3136,0.7272727272727273,0.0006039320161202839,5,6
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, R_0, R_1, R_3, R_4, R_5, R_6",0.0,0.02549877598027916,375.0,187.5,4.315127572016461e-08,1,15.75,3140,3140,0.7272727272727273,0.0005530191426682832,0,5
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_2, R_0, R_1, R_2, R_3, R_4, R_5",0.0,0.06909751127722706,1000.0,0.0,1.0,1,15.0,4306,3142,0.7272727272727273,0.0005266848977793174,4,7
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_4, R_5, R_6, R_7",1.0,0.2560121643280291,0.0,0.0,1.0,1,15.5,4416,3145,0.6363636363636364,0.0005442410610386279,4,14
"1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_4, R_6, R_7",1.0,0.1885936317564764,1000.0,0.0,1.0,2,18.65002320063753,4968,3153,0.5454545454545454,0.00130969140840129,23,30
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_4, R_6, R_7",1.0,0.023506551229987165,870.7564544,202.41580031999996,2.9429165692942032e-08,1,14.020385589657602,4973,3155,0.5454545454545454,0.0004922883567410286,17,29
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_2",1.0,0.1426719500885847,1000.0,0.0,1.0,1,21.97546376808366,4296,3161,0.5454545454545454,0.0007716096592230823,20,29
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_2, R_4, R_5",0.0,0.14604398271510854,0.0,0.0,1.0,2,17.0,4945,3167,0.5454545454545454,0.0011938191016331193,5,30
"1.0, 0.0, 0.0, 0.0, 1.0","A_1, A_2, R_2, R_6, R_7",1.0,0.11217707362149931,0.0,0.0,1.0,1,23.320781148160002,4960,3189,0.45454545454545453,0.0008188468823434987,15,56
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_0, R_1, R_2, R_6",1.0,0.12912677302732695,0.0,0.0,1.0,1,18.732608,4960,3189,0.5454545454545454,0.0006577454486413349,10,28
"0.0, 1.0, 0.0, 1.0, 0.0","A_1, R_0, R_3, R_5, R_7",0.0,0.0007758858564585458,471.7378155178885,431.4922496769567,6.685517080064906e-10,1,15.906183206794953,4993,3190,0.45454545454545453,0.046566219708226865,22,56
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_4, R_6",1.0,0.07008021803842754,564.5209600000001,369.87904,1.4444462679826306e-09,2,16.759856640000002,4778,3197,0.5454545454545454,0.001176955117497922,12,30
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_6",0.0,0.14663894395078994,1000.0,0.0,1.0,2,18.897805119184365,4974,3198,0.45454545454545453,0.0013270918076601437,42,62
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_4, R_6",0.0,0.08664245343274327,0.0,0.0,1.0,1,16.6,4036,3199,0.6363636363636364,0.0005828646202091113,5,12
"0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_2, R_2, R_4, R_5",0.0,0.04760878444737418,946.4717192738472,132.7819961136263,2.422724518161155e-07,2,16.099079332346506,4866,3203,0.45454545454545453,0.001130552260333072,29,55
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_2, R_0, R_3, R_4, R_5, R_6",1.0,0.0043712727305653286,613.2224,388.5021866666666,1.1298808871145714e-09,1,18.4244992,4283,3213,0.5454545454545454,0.0006469270318524743,11,28
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_3, R_4, R_5",0.0,0.1288999454542044,1000.0,0.0,1.0,2,21.592245730278627,4860,3218,0.5454545454545454,0.0015163079647036934,24,29
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, R_0, R_1, R_3, R_7",1.0,0.06783813206126266,0.0,0.0,1.0,1,26.472,4537,3221,0.5454545454545454,0.0009294935076009393,7,28
"1.0, 0.0, 0.0, 0.0","A_1, A_2, R_2, R_6",0.0,0.46691919635536294,1000.0,0.0,1.0,5,15.25444165845795,4974,3223,0.36363636363636365,0.002678094681855162,76,111
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, R_2, R_5, R_6, R_7",0.0,0.012240845322007747,658.3936,392.83370666666667,1.0689472531409413e-09,1,16.1875584,4677,3235,0.5454545454545454,0.0005683828360800487,11,28
"0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_5",0.0,0.4165192338439676,0.0,0.0,1.0,2,16.014190592,4771,3238,0.45454545454545453,0.00112459097799547,13,53
"0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, R_2, R_3, R_4, R_7",1.0,0.08355615406678246,422.14400000000006,369.71520000000004,1.4476496515665272e-09,1,20.46304,4864,3239,0.5454545454545454,0.0007185049420436055,10,28
"0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_3",0.0,0.10219057574439608,0.0,0.0,1.0,1,20.555444838400003,4838,3240,0.45454545454545453,0.0007217494909014068,14,55
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_2, R_3",0.0,0.0671787958232723,0.0,0.0,1.0,1,29.0284565504,4988,3240,0.45454545454545453,0.001019256644729252,15,53
"1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, R_2, R_4, R_7",1.0,0.026271934796454212,839.3955370901926,163.384992294921,8.588932509682908e-08,1,20.66748149991535,4968,3250,0.45454545454545453,0.00072568335874259,37,58
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_1, R_3, R_4",1.0,0.01755050525506682,887.7047167430899,247.65607346365724,1.0733839201388238e-08,1,13.975279504592397,4985,3254,0.45454545454545453,0.0004907045771542424,24,50
"0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_1",1.0,0.47586630734795715,0.0,0.0,1.0,6,25.838573358004858,4976,3263,0.36363636363636365,0.005443514547129673,37,110
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_2, R_0, R_1, R_4, R_6, R_7",1.0,0.008115681728165918,721.472,359.3557333333333,1.6686955548403914e-09,1,19.705344,4205,3266,0.5454545454545454,0.0006919004726897523,10,27
"0.0, 0.0, 0.0, 0.0, 0.0","A_2, R_0, R_3, R_4, R_7",1.0,0.01358550501719526,480.21386903552,427.9011848574293,6.970798912488257e-10,1,14.8223611854848,4985,3266,0.45454545454545453,0.0005204475857216789,18,55
"0.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_3, R_4",1.0,0.003950216813368463,932.9882604741032,125.04834972430452,3.2704700520593785e-07,1,13.875767676111824,4814,3270,0.45454545454545453,0.006483803158123527,31,55
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_1, R_3, R_5, R_7",0.0,0.05477634022846328,0.0,0.0,1.0,1,9.0,4795,3281,0.6363636363636364,0.0003160109386675904,1,13
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_2, R_0, R_1, R_3, R_5, R_6",0.0,0.003775966976441652,207.2576,318.12266666666665,3.069212290412672e-09,1,17.129664,4900,3284,0.5454545454545454,0.0006014623555222701,11,21
"1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_3, R_4",0.0,0.4846670004234202,0.0,0.0,1.0,3,13.787784704,4906,3293,0.45454545454545453,0.0014523635954858949,13,56
"1.0, 1.0, 1.0, 1.0, 0.0","R_0, R_1, R_3, R_4, R_5",0.0,0.007600177444977997,674.511851749376,353.56751994989224,1.8098316916702468e-09,2,16.520357202853887,4999,3296,0.45454545454545453,0.0012570526449247352,19,51
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_6",0.0,0.13505321777440055,1000.0,0.0,1.0,1,19.768092483990518,4919,3301,0.45454545454545453,0.0006941037179481759,41,56
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_4, R_5",0.0,0.007492036528337516,821.69694928896,313.79866569932807,3.2865824892906506e-09,2,19.45483302404096,4974,3301,0.5454545454545454,0.00136620889901076,18,28
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_3, R_7",0.0,0.24130542326279963,1000.0,0.0,1.0,2,15.044704907264,4653,3304,0.5454545454545454,0.0010565091821603113,16,26
"0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, R_0, R_3, R_4",0.0,0.005024304377811462,571.8969104465921,419.46511075792216,7.700532889127772e-10,1,13.103738180763647,4979,3311,0.45454545454545453,0.00046010273361749596,19,52
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_2",1.0,0.10887187574474654,1000.0,0.0,1.0,1,17.1324561801216,4320,3318,0.5454545454545454,0.0006015603954623986,17,25
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_3, R_7",1.0,0.21176661850190923,0.0,0.0,1.0,2,13.2,4978,3322,0.5454545454545454,0.0009269654200915985,5,20
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_3, R_4, R_6, R_7",0.0,0.08250322623746471,1000.0,0.0,1.0,1,19.4821897909114,4967,3324,0.5454545454545454,0.0006840650092362287,22,29
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_2, R_2, R_3, R_4, R_6, R_7",0.0,0.003515253132686283,651.6167680000001,381.7978538666666,1.2326295808600502e-09,2,18.253182463999998,4816,3327,0.5454545454545454,0.0012818234053598757,13,27
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_2, R_0, R_2, R_3, R_4, R_7",0.0,0.005953473688134674,904.3698688,212.62325077333335,2.3011569002821324e-08,1,23.0774057984,4288,3347,0.5454545454545454,0.000810301407596142,14,24
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_3, R_5, R_6",0.0,0.20456238178701056,1000.0,0.0,1.0,1,10.4,4995,3350,0.6363636363636364,0.00036516819579366006,7,9
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_4, R_6",1.0,0.07888208129669888,0.0,0.0,1.0,1,19.79296,4623,3354,0.5454545454545454,0.0006949768742900078,9,24
"1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, R_2, R_4, R_6",0.0,0.11866287961935601,0.0,0.0,1.0,2,25.327797668254583,4944,3370,0.45454545454545453,0.001778635803450653,22,53
"0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_3",0.0,0.052164840432318484,0.0,0.0,1.0,1,31.5311168733184,4988,3373,0.45454545454545453,0.0011071308711527606,17,50
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_3, R_5, R_6, R_7",0.0,0.04411992944757619,0.0,0.0,1.0,1,16.0,4134,3384,0.7272727272727273,0.0005617972242979386,1,4
"1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_4",0.0,0.6091015525522663,1000.0,0.0,1.0,9,18.991967432777233,4981,3386,0.36363636363636365,0.006001669455576241,81,109
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_4, R_5",0.0,0.24741098725864616,1000.0,0.0,1.0,1,11.371332032013052,4718,3386,0.45454545454545453,0.0003992739232596981,38,50
"1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_4, R_5",0.0,0.31151173775245344,0.0,0.0,1.0,3,15.71488,4820,3397,0.45454545454545453,0.0016553579932828478,9,54
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_3",0.0,0.10341665904757934,1000.0,0.0,1.0,1,15.139340839157759,4761,3399,0.5454545454545454,0.0005315774788212033,18,26
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, R_1, R_5, R_6, R_7",0.0,0.013278135862754925,373.76,389.80266666666665,1.111158392604807e-09,1,14.5456,4900,3414,0.5454545454545454,0.0005107298566092559,9,21
"1.0, 0.0, 1.0, 1.0, 0.0","A_2, R_2, R_4, R_6, R_7",0.0,0.010494603454587532,684.2849521880269,343.13754589318347,2.102126250700422e-09,1,15.79568606175501,4945,3414,0.45454545454545453,0.0005546232865859751,28,50
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_5, R_6, R_7",0.0,0.2534434756467912,0.0,0.0,1.0,1,16.4,4900,3423,0.5454545454545454,0.0005758421549053869,5,25
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_1, A_2, R_0, R_1, R_2, R_3, R_5, R_7",0.0,0.10768762589583537,1000.0,0.0,1.0,1,13.75,4974,3441,0.7272727272727273,0.00048279448963104094,4,4
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_1, R_3",1.0,0.07409173748766927,0.0,0.0,1.0,1,21.70858346496,4889,3449,0.45454545454545453,0.0007622388708784158,16,46
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_5, R_7",1.0,0.06513484668881139,0.0,0.0,1.0,1,20.78304,4925,3450,0.5454545454545454,0.0007297408865295643,9,23
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_3, R_4, R_5",0.0,0.12689700979956764,1000.0,0.0,1.0,1,19.769280000000002,4866,3453,0.6363636363636364,0.000694145414398047,9,12
"0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_0, R_3, R_4",1.0,0.012383002156256968,160.8971994669714,304.3084703162917,3.832037895484673e-09,1,14.546088341656349,4836,3458,0.45454545454545453,0.0005107470034209462,25,49
"0.0, 1.0, 1.0, 0.0, 1.0","A_1, R_0, R_1, R_3, R_5",1.0,0.015606547964659098,973.1564544,69.79321855999994,6.038566692395808e-06,1,18.173368299254268,4992,3458,0.45454545454545453,0.0006381092416665746,34,49
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, R_0, R_1, R_2, R_5, R_7",0.0,0.059199841568351876,0.0,0.0,1.0,1,27.2,4988,3461,0.6363636363636364,0.0009550552813064955,5,11
"0.0, 0.0, 0.0, 0.0, 0.0","A_2, R_2, R_3, R_4, R_5",1.0,0.025589511629013774,507.2,398.93333333333334,9.896881516216052e-10,2,17.6832,4449,3474,0.45454545454545453,0.0012417965845881633,8,43
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_5, R_6",1.0,0.05738006496195976,1000.0,0.0,1.0,1,23.119999999999997,4909,3474,0.6363636363636364,0.0008117969891105211,6,8
"0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, R_1, R_3, R_5",0.0,0.06507053846014757,489.4600116305921,352.279976738816,1.8431479817018096e-09,2,14.064385882698547,4930,3476,0.45454545454545453,0.0009876666187943945,20,51
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_3",1.0,0.29314182890916307,0.0,0.0,1.0,1,17.28,4715,3486,0.5454545454545454,0.0006067410022417737,8,22
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_4, R_7",0.0,0.07383304078788468,1000.0,0.0,1.0,1,20.951803940634626,4981,3490,0.5454545454545454,0.0007356665811176964,19,24
"0.0, 1.0, 1.0, 1.0","A_1, R_1, R_4, R_5",0.0,0.00785853248154094,305.87331280895995,377.994251075584,1.2959075692670357e-09,1,17.351873840523506,4993,3509,0.36363636363636365,0.0006092646599983822,21,91
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, R_2, R_3, R_4, R_7",1.0,0.089138948949197,1000.0,0.0,1.0,1,19.764518400000004,4530,3511,0.5454545454545454,0.0006939782235440959,12,23
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_4, R_6",1.0,0.20577819407195738,0.0,0.0,1.0,2,15.2,4426,3524,0.6363636363636364,0.001067414726166083,5,10
"0.0, 1.0, 0.0, 0.0, 1.0","A_2, R_1, R_2, R_6, R_7",0.0,0.0062931209935676875,853.05045172224,239.05616632217598,1.2808558235491533e-08,1,16.83730771849668,4632,3529,0.45454545454545453,0.006077282225821325,27,48
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_0, R_3, R_4, R_7",1.0,0.05703296307324248,640.0,256.0,9.09494701772928e-09,1,19.45078016,4840,3535,0.5454545454545454,0.0006829621440198383,13,24
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_1, R_6, R_7",0.0,0.05262366971860362,822.102528,272.54456319999997,6.6498582048620314e-09,1,16.678947241984,4626,3539,0.5454545454545454,0.000585636641547398,16,24
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_3, R_7",1.0,0.0609536783000604,1000.0,0.0,1.0,1,21.262960327884798,4785,3553,0.5454545454545454,0.000746592005785179,17,23
"0.0, 1.0, 0.0, 0.0, 1.0","A_1, R_0, R_2, R_4, R_7",0.0,0.03405954273478425,742.7564544,304.31838208,3.831413881585646e-09,1,13.7872318226432,4771,3562,0.45454545454545453,0.00048410178554457233,19,43
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_3, R_4, R_5, R_6",0.0,0.05746758594824937,239.20639999999997,345.1562666666667,2.041367450598539e-09,1,24.7737088,4988,3563,0.5454545454545454,0.0008698625524628384,11,22
"0.0, 1.0, 0.0, 0.0, 1.0","A_0, R_0, R_4, R_6, R_7",0.0,0.0024949763957624453,470.491136,400.7668394666666,9.672552636852158e-10,2,16.050651648,4979,3570,0.45454545454545453,0.0011271514430024414,13,45
"0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_4",0.0,0.0007747933974053577,489.369960448,422.5035228501334,7.427596923680944e-10,1,15.746840989696,4979,3570,0.45454545454545453,0.0005529082224670135,16,46
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_1, R_3, R_4",1.0,0.041385240976380785,0.0,0.0,1.0,1,29.0,4498,3577,0.5454545454545454,0.0010182574690400135,4,19
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_1, R_4, R_7",1.0,0.046265451187526466,0.0,0.0,1.0,1,30.04,4976,3577,0.5454545454545454,0.0010547742886193796,6,22
"1.0, 1.0, 0.0, 1.0","A_2, R_0, R_1, R_7",0.0,0.1285383578347021,773.9197525756258,282.8625885844892,5.5223311108015646e-09,1,9.034942057265086,4770,3588,0.36363636363636365,0.0003172378355915145,32,86
"0.0, 0.0, 0.0, 0.0","A_0, A_1, R_1, R_4",1.0,0.005549382253489661,264.7785660283313,381.9560330274792,1.2300793542380265e-09,1,20.66207890836297,4976,3591,0.36363636363636365,0.008457309275358002,25,82
"0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_2, R_1, R_3, R_7",0.0,0.007785388989109798,589.11432704,398.4450464426667,9.957672538568114e-10,2,11.23431346176,4927,3592,0.45454545454545453,0.0007889257649637166,15,42
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_3, R_4, R_7",0.0,0.010721405645681938,609.6,356.26666666666665,1.7423044583850385e-09,1,19.4544,4499,3593,0.6363636363636364,0.0006830892450238634,8,14
"1.0, 1.0, 0.0, 0.0","R_2, R_5, R_6, R_7",0.0,0.010894311630188495,743.2301981107989,367.13678348452396,1.49920322047442e-09,1,17.36123799752924,4967,3602,0.36363636363636365,0.0006095934573367392,41,82
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_5, R_6, R_7",0.0,0.15047377389634708,1000.0,0.0,1.0,1,16.077546045440002,4974,3604,0.5454545454545454,0.0005645200463656557,15,22
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, R_0, R_5, R_7",1.0,0.33602510616855286,1000.0,0.0,1.0,5,17.980244225133013,4992,3606,0.45454545454545453,0.0031566410305871144,36,44
"1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, R_2, R_3, R_6",1.0,0.07754497474072826,1000.0,0.0,1.0,2,25.526487699491952,4909,3620,0.45454545454545453,0.001792588741956256,28,45
"0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_4, R_5",1.0,0.04865171011737605,807.4135749108694,321.1940290113831,2.9252479536367667e-09,3,14.06432433761026,4940,3631,0.45454545454545453,0.0015095216229658,22,41
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_4, R_5",0.0,0.11033041946076343,0.0,0.0,1.0,1,19.25,4979,3634,0.5454545454545454,0.0006759122854834573,4,19
"1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_2, R_4, R_5, R_6",1.0,0.21156805741976045,0.0,0.0,1.0,2,18.17376,4960,3641,0.45454545454545453,0.001276245990382113,10,49
"0.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_5, R_6",0.0,0.05222028997195224,634.82718928896,413.225349414912,8.299754034782839e-10,1,10.08951144054784,4803,3647,0.45454545454545453,0.0003542662201138795,18,47
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_3, R_6, R_7",0.0,0.08069172525495465,0.0,0.0,1.0,2,10.0,4027,3647,0.6363636363636364,0.0007022465303724232,1,11
"1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_4, R_6",0.0,0.3926747503705643,0.0,0.0,1.0,3,21.177144320000004,4944,3648,0.45454545454545453,0.0022307364182874104,12,42
"1.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_3, R_4, R_6",0.0,0.09721450940810321,1000.0,0.0,1.0,1,16.352,4311,3649,0.5454545454545454,0.0005741567632324932,10,20
"0.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_0, R_1, R_5",0.0,0.4817260232104843,1000.0,0.0,1.0,1,9.064510141341405,4550,3651,0.45454545454545453,0.00031827603981413223,30,43
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_5, R_6",0.0,0.11500047988018891,0.0,0.0,1.0,1,13.75,4795,3652,0.5454545454545454,0.00048279448963104094,4,22
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_3, R_4, R_5",0.0,0.0354133584702475,0.0,0.0,1.0,1,22.0,3957,3652,0.5454545454545454,0.0007724711834096654,2,20
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_5, R_6",1.0,0.10315906712487206,1000.0,0.0,1.0,1,15.7168519684096,4695,3656,0.5454545454545454,0.0005518552381596315,17,23
"1.0, 1.0, 0.0, 0.0, 1.0","A_1, A_2, R_3, R_4, R_7",1.0,0.00432507197400304,423.6964776420416,427.32069442440377,7.01827485854294e-10,1,15.507351569537686,4915,3661,0.45454545454545453,0.008144175649876689,24,37
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_2, R_5",0.0,0.03847072789572192,872.0,153.6,1.169617672033087e-07,1,18.2976,4974,3663,0.5454545454545454,0.0006424713057071224,9,21
"0.0, 0.0, 1.0, 0.0","A_1, A_2, R_0, R_3",1.0,0.02068453241254707,801.9449181777268,258.3542647765448,8.688040260365429e-09,1,15.26513243772952,4997,3668,0.36363636363636365,0.0006421788001519733,55,85
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_2, R_5, R_7",0.0,0.12771455380722904,1000.0,0.0,1.0,1,16.14432,4492,3669,0.6363636363636364,0.0005668646352611059,9,12
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, R_0, R_1, R_2, R_3, R_4, R_5, R_7",1.0,0.01960717715318477,0.0,0.0,1.0,1,30.6,3678,3678,0.8181818181818182,0.0010744371914698074,0,1
"0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_4",1.0,0.002804112161485412,522.663450247168,428.2313000703317,6.94397203585786e-10,2,13.469648538533887,4870,3683,0.45454545454545453,0.0009459013951521403,19,43
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_3, R_5, R_6",0.0,0.08752137875401164,0.0,0.0,1.0,1,21.0,4950,3691,0.5454545454545454,0.0007373588568910443,5,20
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, R_2, R_4, R_6",0.0,0.003108878072156691,890.36223561728,237.39456413149864,1.3263133736615498e-08,1,20.1136654876672,4952,3695,0.45454545454545453,0.0007062375900892921,18,39
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_5",0.0,0.13246504032501538,1000.0,0.0,1.0,1,17.589544004304283,4549,3695,0.45454545454545453,0.000617609812392787,29,41
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, R_3, R_4, R_6",0.0,0.003188498800692283,741.8781754983931,355.3031178654998,1.766057776127071e-09,1,11.177373612667191,4995,3706,0.45454545454545453,0.007962626550250056,25,39
