A_0,A_1,A_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,class,Fitness,Inverse Variance,g_k,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
1.0,1.0,0.0,#,1.0,1.0,#,0.0,#,0.0,0.0,1.0,0.01216827472064904,-0.0011160714285714285,-0.0,336.0,0.0,1.0,1,38.333333333333336,2652,2652,0.7272727272727273,0.00045159669467317886,0,0
#,1.0,#,0.0,#,1.0,0.0,#,#,#,#,1.0,0.005909520072533082,0.001828125,0.04221709426736035,795.2,300.37333333333333,4.089715802975107e-09,1,16.872,2994,2652,0.36363636363636365,0.00018660760809451703,8,24
0.0,#,#,0.0,0.0,0.0,0.0,0.0,#,#,#,0.0,0.41820323016841365,inf,0.2,1000.0,0.0,1.0,1,19.666666666666668,2653,2653,0.5454545454545454,0.0002316887390062396,3,4
#,1.0,#,#,#,0.0,#,0.0,#,0.0,1.0,1.0,0.020306834475795284,0.0014722222222222222,0.0,750.0,270.8333333333333,6.862611684033906e-09,1,19.75,2965,2653,0.45454545454545453,0.00023267047095118127,4,11
1.0,#,0.0,#,#,#,#,1.0,1.0,1.0,#,0.0,0.02590497084311478,inf,0.125,0.0,0.0,1.0,1,33.0,2690,2654,0.45454545454545453,0.0003887658501969105,1,6
#,0.0,0.0,1.0,#,#,0.0,1.0,#,#,#,1.0,0.3303607309222115,inf,0.2,1000.0,0.0,1.0,1,17.712,2957,2656,0.45454545454545453,0.00020866123450568723,7,8
0.0,#,0.0,#,#,#,0.0,#,0.0,#,1.0,0.0,0.18836028645633232,0.00165625,0.0,600.0,313.33333333333337,3.3110596560752675e-09,1,16.2,2886,2657,0.45454545454545453,0.00019084869009666514,5,11
#,#,0.0,1.0,0.0,#,#,1.0,0.0,1.0,#,1.0,0.13880519442202408,0.00525,0.0,1000.0,0.0,1.0,1,26.0,2957,2661,0.5454545454545454,0.00030630036682180824,4,5
#,#,0.0,#,#,#,#,1.0,0.0,1.0,#,1.0,0.00783445024472573,0.0034263139622837933,0.0,966.4455680000001,96.74861226666658,1.1797127638622399e-06,1,18.889280512,2957,2661,0.36363636363636365,0.00022253052114713976,13,17
#,#,#,0.0,#,#,#,1.0,0.0,1.0,#,1.0,0.006568262157264547,0.001828125,0.0,581.76512,408.59989333333334,8.78028788004238e-10,1,16.418816,2966,2663,0.36363636363636365,0.0001934265139838375,12,22
#,#,0.0,#,#,#,1.0,#,#,#,1.0,1.0,0.0009546795230491263,0.001914062499999999,0.0,711.6830201937921,369.1425376938666,1.4589134649721289e-09,1,18.97325201853645,2982,2663,0.2727272727272727,0.00022351977127232033,19,37
#,0.0,#,0.0,0.0,0.0,0.0,0.0,1.0,#,1.0,0.0,0.0029522125431628208,-0.0008400838739739775,-0.0,607.232,261.5808,8.165272474920067e-09,1,19.68,2672,2672,0.7272727272727273,0.00023184581611743025,0,0
0.0,0.0,#,1.0,#,#,#,#,#,#,#,1.0,0.005623393234717541,0.0037417615948628,0.0,988.4595259548632,43.853801371520085,6.165435716373875e-05,1,22.956826012278288,2951,2683,0.2727272727272727,0.0002644318458902033,25,41
#,1.0,#,0.0,0.0,#,#,#,#,#,#,0.0,0.012703789424192376,0.0019140625000000002,0.0,633.595237793792,378.0819555363499,1.2944051945214684e-09,1,23.562258122899458,2963,2687,0.2727272727272727,0.0002775818579305475,19,34
#,0.0,0.0,#,0.0,#,0.0,1.0,#,1.0,#,1.0,0.1346561609142995,0.002625,0.0,1000.0,0.0,1.0,1,25.5,2957,2692,0.5454545454545454,0.0003004099751521581,2,3
1.0,0.0,0.0,#,1.0,1.0,#,1.0,#,1.0,#,0.0,0.018934553179464297,inf,0.3333333333333333,0.0,0.0,1.0,1,28.608,2696,2696,0.6363636363636364,0.0003370246497707035,0,0
#,#,0.0,#,#,#,1.0,1.0,#,1.0,#,0.0,0.07251330569134547,0.002611607142857143,0.0,200.0,160.0,9.5367431640625e-08,1,32.2,2995,2696,0.36363636363636365,0.00041232741687551115,5,15
0.0,#,#,#,1.0,1.0,#,#,1.0,#,0.0,1.0,0.15787997223652778,0.0033125,0.0,1000.0,0.0,1.0,1,21.56,2701,2701,0.45454545454545453,0.00025399368879531483,6,11
1.0,#,1.0,#,#,#,#,#,#,#,1.0,0.0,0.04947544216850754,0.002759786992464925,0.0,193.554432,227.108864,1.6551203378221604e-08,2,19.06607169536,2963,2702,0.2727272727272727,0.0004492265195492049,15,39
1.0,1.0,1.0,#,#,#,0.0,#,1.0,#,#,0.0,0.01775630568344494,0.0016562499999999997,0.03662402830532615,692.8,361.81333333333333,1.6127875568945515e-09,1,19.912,2905,2702,0.45454545454545453,0.00023457895785214793,8,13
#,#,#,0.0,#,#,1.0,#,#,#,1.0,1.0,0.018576959736869136,0.0020199761829490987,0.0,709.73253812224,316.393717891072,3.1539931138579983e-09,1,16.514383379968816,2982,2703,0.2727272727272727,0.0001945523725815547,20,32
#,#,0.0,1.0,#,#,#,#,#,#,0.0,1.0,0.061818894140819716,0.002164716906547158,0.0,731.5816962384829,262.703154293765,7.99233286122443e-09,1,16.798603265274334,2991,2705,0.2727272727272727,0.00019790070547105978,24,39
1.0,1.0,#,#,#,1.0,#,#,1.0,1.0,#,1.0,0.17918078458634412,0.0033125,0.07324805661065231,1000.0,0.0,1.0,1,17.64,2969,2705,0.45454545454545453,0.00019791716010024535,8,12
#,0.0,0.0,0.0,0.0,#,0.0,1.0,0.0,1.0,#,1.0,0.019019150299978183,-0.00075,-0.0,1000.0,0.0,1.0,1,26.5,2706,2706,0.7272727272727273,0.00031219075849145845,0,0
#,0.0,0.0,#,0.0,#,#,1.0,#,1.0,1.0,1.0,0.2608879611182966,0.002625,0.0,1000.0,0.0,1.0,1,20.5,2815,2706,0.5454545454545454,0.00024150605845565652,2,2
0.0,#,1.0,#,0.0,1.0,0.0,0.0,#,#,0.0,0.0,0.0095865634268404,0.012207340140394091,0.0,974.4006477737163,80.53063679999994,2.9525300976720536e-06,1,28.190359040000004,2714,2714,0.6363636363636364,0.00033210451210732617,0,0
#,1.0,1.0,1.0,#,#,#,#,#,#,0.0,1.0,0.34495215766059206,0.00365625,0.08084927003251247,0.0,0.0,1.0,1,18.64,2986,2714,0.36363636363636365,0.00021959380144455793,6,21
#,1.0,1.0,#,0.0,0.0,#,#,#,#,0.0,0.0,0.07838462280059308,0.002333009353166555,0.0,790.08,251.90399999999997,9.85881418505007e-09,1,19.1552,2989,2715,0.45454545454545453,0.00022566326102096547,9,15
1.0,0.0,0.0,#,#,#,0.0,0.0,#,#,0.0,1.0,0.026674101872417783,inf,0.14285714285714285,0.0,0.0,1.0,1,30.0,2879,2723,0.5454545454545454,0.00035342350017900955,2,2
#,#,#,#,0.0,#,#,#,1.0,#,#,1.0,0.0006275832651019112,0.001957031250000001,0.0,751.3526174278693,313.79897842857764,3.2865661124300238e-09,1,21.061818170203974,2986,2732,0.18181818181818182,0.02046857920101626,24,51
0.0,0.0,#,1.0,#,#,1.0,#,#,#,#,0.0,0.006495436478485062,0.002911027070063694,0.05058855126207333,128.0,194.13333333333335,3.626598203451447e-08,1,30.856,2944,2734,0.36363636363636365,0.00036350785071745064,7,15
#,0.0,0.0,0.0,#,#,#,0.0,0.0,#,#,1.0,0.05661037330037867,inf,0.1111111111111111,0.0,0.0,1.0,1,24.0,2982,2737,0.45454545454545453,0.00028273880014320765,2,9
#,#,1.0,#,0.0,0.0,0.0,#,#,#,#,1.0,0.017558976435450808,0.002020474137931033,0.0,404.8,378.4533333333333,1.2880666214305135e-09,1,15.2944,2960,2745,0.36363636363636365,0.00018018001270459478,8,20
#,#,1.0,#,#,0.0,0.0,1.0,#,#,#,1.0,0.020641552490861092,0.001924342105263158,0.0,400.0,346.66666666666663,1.997282869425226e-09,1,18.8,2960,2745,0.36363636363636365,0.00022147872677884598,5,17
#,#,1.0,#,0.0,#,#,#,0.0,1.0,1.0,1.0,0.1072557094002507,0.0014722222222222222,0.0,750.0,270.8333333333333,6.862611684033906e-09,1,10.75,2882,2747,0.45454545454545453,0.00012664342089747842,4,6
#,0.0,1.0,0.0,0.0,1.0,0.0,#,0.0,1.0,#,1.0,0.04281714002781882,inf,0.3333333333333333,0.0,0.0,1.0,1,16.0,2966,2747,0.7272727272727273,0.0001884925334288051,1,1
1.0,1.0,#,#,#,#,#,#,#,1.0,1.0,0.0,0.18839985508699417,inf,0.1,0.0,0.0,1.0,2,21.0688,2963,2750,0.36363636363636365,0.0004964139360381011,8,18
#,0.0,0.0,#,1.0,#,#,#,1.0,#,0.0,0.0,0.010305252079841122,0.0016562500000000002,0.0,666.6666666666666,277.77777777777777,6.0466176e-09,1,30.0,2898,2752,0.45454545454545453,0.00035342350017900955,3,7
0.0,#,#,1.0,1.0,#,1.0,0.0,1.0,#,#,0.0,0.13297190696903224,0.0017499999999999994,0.0,333.33333333333337,277.77777777777777,6.0466176e-09,1,22.666666666666668,2944,2752,0.5454545454545454,0.0002670310890241406,3,4
1.0,#,0.0,#,#,1.0,#,0.0,#,#,#,1.0,0.018995855039059147,0.0014695538585209004,0.0,744.0,324.26666666666665,2.7892565651002558e-09,2,22.631999999999998,2870,2761,0.36363636363636365,0.0005428584962749586,7,12
0.0,#,0.0,1.0,#,#,1.0,#,#,#,#,1.0,0.13209660433152345,0.0027698863636363637,0.0,840.0,160.0,9.5367431640625e-08,1,22.216,2991,2762,0.36363636363636365,0.00026172188266589586,7,12
1.0,0.0,1.0,#,0.0,1.0,1.0,1.0,1.0,#,#,1.0,0.026963544320081835,-0.0005,-0.0088463089127242,250.0,187.5,4.315127572016461e-08,1,27.75,2765,2765,0.7272727272727273,0.00032691673766558385,0,0
#,0.0,1.0,#,0.0,#,1.0,#,1.0,#,#,1.0,0.026963544320081835,0.00165625,0.0,250.0,187.5,4.315127572016461e-08,1,27.75,2765,2765,0.45454545454545453,0.00032691673766558385,0,2
1.0,1.0,1.0,#,#,0.0,0.0,#,#,#,0.0,1.0,0.013182564204797631,0.0026249999999999997,0.0,250.00000000000003,291.66666666666674,4.737683108228708e-09,1,23.333333333333332,2769,2769,0.5454545454545454,0.00027488494458367406,0,2
1.0,#,1.0,1.0,0.0,0.0,#,#,1.0,0.0,0.0,1.0,0.045369250514272826,-0.00075,-0.0,0.0,0.0,1.0,1,30.0,2986,2777,0.7272727272727273,0.00035342350017900955,1,2
0.0,1.0,#,#,1.0,1.0,0.0,#,#,1.0,#,0.0,0.05070129843485499,0.0013125,0.0,1000.0,0.0,1.0,1,20.5,2780,2780,0.5454545454545454,0.00024150605845565652,4,4
#,1.0,#,1.0,#,1.0,#,#,1.0,1.0,#,1.0,0.12846264312780437,0.0033125,0.07324805661065231,1000.0,0.0,1.0,1,19.6,2990,2783,0.45454545454545453,0.00023090335345028626,5,9
1.0,1.0,#,#,0.0,#,#,0.0,1.0,#,#,1.0,0.1700836389070281,0.00165625,0.038247965746497414,750.0,229.16666666666669,1.582132169312826e-08,2,19.25,2986,2783,0.45454545454545453,0.00043981591133387856,4,9
#,1.0,1.0,#,1.0,#,#,#,#,#,#,1.0,0.004071833569495808,0.0019140624999999997,0.04232493837172126,630.153728,406.22312106666664,9.040174364101912e-10,1,18.086005248,2990,2792,0.2727272727272727,0.0002130673093001365,13,34
#,1.0,1.0,#,1.0,1.0,#,#,#,#,#,1.0,0.0898060137698798,0.001828125,0.04042463501625623,600.0,346.66666666666663,1.997282869425226e-09,1,17.2,2990,2792,0.36363636363636365,0.00020262947343596547,5,18
1.0,#,#,#,1.0,#,#,1.0,#,0.0,#,0.0,0.08291406216100783,0.001828125,0.0,600.0,270.0,6.9691719376256324e-09,1,13.2,2928,2794,0.36363636363636365,0.0001555063400787642,5,15
#,#,#,1.0,1.0,0.0,#,1.0,#,0.0,0.0,0.0,0.04200451796211372,0.0013125,0.0,500.0,250.0,1.0240000000000001e-08,1,14.0,2928,2794,0.5454545454545454,0.00016493096675020445,2,9
#,#,1.0,#,1.0,#,0.0,#,#,#,1.0,1.0,0.206109339914901,0.0024375,0.0,1000.0,0.0,1.0,1,18.168,2947,2797,0.36363636363636365,0.00021403327170840816,7,15
1.0,#,1.0,#,#,#,1.0,0.0,#,#,0.0,0.0,0.067309212289673,0.0023660714285714288,0.0,800.0,223.33333333333334,1.7998332061237633e-08,2,19.0,2878,2798,0.45454545454545453,0.0004476697668934121,5,9
#,0.0,#,1.0,#,#,#,#,0.0,#,#,1.0,0.0006618772936314847,0.0019140625000000015,0.0,941.3767028867072,156.67548206224726,1.0592410469739215e-07,1,19.527594563711794,2957,2799,0.2727272727272727,0.00021393305499535725,20,30
0.0,#,#,1.0,#,1.0,#,0.0,#,#,1.0,1.0,0.07275018106745143,0.0033125,0.0,1000.0,0.0,1.0,1,24.104000000000003,2990,2799,0.45454545454545453,0.00028132510614249163,7,9
#,#,0.0,1.0,#,0.0,#,0.0,#,#,0.0,0.0,0.13425720081511108,0.0018068181818181822,0.0,666.6666666666666,277.77777777777777,6.0466176e-09,1,15.666666666666668,2942,2800,0.45454545454545453,0.00018456560564903833,3,6
#,1.0,0.0,#,#,#,0.0,1.0,1.0,#,#,0.0,0.18519321927343313,0.00165625,0.0,1000.0,0.0,1.0,1,23.666666666666668,2953,2802,0.45454545454545453,0.0002788118723634409,3,6
#,1.0,0.0,1.0,1.0,#,0.0,#,1.0,0.0,#,0.0,0.02625048488196561,0.00125,0.0,1000.0,0.0,1.0,1,19.0,2802,2802,0.6363636363636364,0.00022383488344670605,1,4
#,0.0,0.0,1.0,#,#,#,0.0,#,#,#,1.0,0.029794014295588322,0.001828125,0.0,744.0,324.26666666666665,2.7892565651002558e-09,1,24.136,2951,2807,0.36363636363636365,0.0002817963374760636,7,13
1.0,0.0,0.0,1.0,#,0.0,0.0,#,#,#,#,1.0,0.1309224976667934,0.0013125,0.0,1000.0,0.0,1.0,1,19.0,2957,2807,0.5454545454545454,0.00022383488344670605,2,3
0.0,#,1.0,#,0.0,#,1.0,1.0,0.0,#,#,0.0,0.1378539217043777,0.0013125,0.023607459546398722,333.33333333333337,277.77777777777777,6.0466176e-09,2,19.666666666666668,2980,2811,0.5454545454545454,0.0004633774780124792,3,5
#,#,1.0,1.0,#,#,#,#,0.0,#,#,0.0,0.0037017564993378238,0.0018350006879589824,0.0,413.82912,408.50158933333336,8.790857642342803e-10,1,21.42874112,2980,2811,0.2727272727272727,0.00025244735636867566,12,21
#,1.0,#,0.0,0.0,#,#,0.0,0.0,0.0,0.0,0.0,0.014546110566592023,0.0008315839143764702,0.027123617995168263,748.4222106813704,311.8933333333333,3.388203919918973e-09,1,27.237082594059295,2812,2812,0.6363636363636364,0.00032087416883524046,0,0
#,#,#,0.0,0.0,1.0,1.0,#,1.0,1.0,1.0,1.0,0.04145150949688359,0.001,0.0,1000.0,0.0,1.0,1,16.0,2815,2815,0.6363636363636364,0.0001884925334288051,1,2
1.0,0.0,#,#,0.0,1.0,1.0,#,#,#,#,1.0,0.0626054191568277,0.0016562499999999995,0.029303398273398906,333.3333333333333,222.22222222222226,1.845281249999999e-08,1,25.0,2870,2815,0.45454545454545453,0.00029451958348250795,3,6
1.0,#,1.0,1.0,0.0,#,1.0,#,0.0,1.0,0.0,1.0,0.008233324343654558,-0.00075,-0.0,500.0,250.0,1.0240000000000001e-08,1,15.0,2819,2819,0.7272727272727273,0.00017671175008950477,0,0
1.0,#,1.0,1.0,0.0,#,1.0,#,0.0,1.0,#,0.0,0.008233324343654558,0.000625,0.0,500.0,250.0,1.0240000000000001e-08,1,15.0,2819,2819,0.6363636363636364,0.00017671175008950477,0,0
#,1.0,1.0,#,#,0.0,#,#,#,#,0.0,0.0,0.011355922933591604,0.0025029093647316513,0.0,769.6,305.49333333333334,3.758298873639858e-09,1,18.1312,2989,2822,0.36363636363636365,0.0002135997388815219,8,14
1.0,#,#,#,#,0.0,#,0.0,#,0.0,0.0,0.0,0.06246606137158579,0.006625,0.0,1000.0,0.0,1.0,1,26.75,2942,2827,0.45454545454545453,0.0003151359543262835,4,9
1.0,#,0.0,0.0,0.0,#,#,#,1.0,0.0,#,0.0,0.012959507280333288,0.002625,0.0,1000.0,0.0,1.0,1,29.119999999999997,2827,2827,0.5454545454545454,0.0003430564108404252,0,0
1.0,#,1.0,#,#,#,1.0,#,#,#,#,0.0,0.007759322166729051,0.0019140625000000004,0.0,316.0281088,378.21565610666664,1.2921189274589918e-09,1,19.7344063488,2963,2829,0.2727272727272727,0.00023248676552492547,14,26
#,0.0,0.0,1.0,#,#,#,#,#,#,#,1.0,0.015605725386393635,0.003662997172662056,0.0,977.4600116305921,72.12796278210551,5.122496499863576e-06,1,19.70554408419328,2957,2835,0.2727272727272727,0.0002165535359280132,20,26
#,#,#,#,#,#,#,#,0.0,#,0.0,1.0,0.0011536705650591105,0.0019321946274837376,0.0,525.7081995395072,427.9039336364988,6.970575019477847e-10,1,16.393687974897254,2991,2835,0.18181818181818182,0.010825536463490326,20,46
#,1.0,#,#,#,0.0,0.0,0.0,1.0,#,1.0,1.0,0.011133674952170205,0.0013076251733537372,0.0,507.456,360.8576,1.6342583706747609e-09,1,26.622976,2840,2840,0.5454545454545454,0.00031363951210339224,0,0
1.0,#,1.0,#,#,#,1.0,0.0,#,#,#,0.0,0.07578281019133959,0.001828125,0.0,288.0,302.93333333333334,3.9198069785676e-09,1,18.912,2963,2843,0.36363636363636365,0.0002227981745128476,7,13
1.0,#,1.0,#,#,#,1.0,#,1.0,#,1.0,0.0,0.02184611210641895,inf,0.16666666666666666,0.0,0.0,1.0,1,31.0,2934,2845,0.45454545454545453,0.00036520428351830984,1,5
1.0,1.0,1.0,#,#,#,#,#,#,#,1.0,0.0,0.27779900230343607,inf,0.3333333333333333,0.0,0.0,1.0,3,20.607999999999997,2963,2845,0.36363636363636365,0.0007283351491689028,7,15
#,#,1.0,#,0.0,0.0,0.0,1.0,0.0,#,#,1.0,0.01706108058338436,0.0013530927835051546,0.0,480.0,312.0,3.382416077198979e-09,1,23.919999999999998,2848,2848,0.5454545454545454,0.0002817963374760636,0,0
1.0,#,1.0,#,#,#,#,#,0.0,0.0,0.0,1.0,0.13726125579434403,inf,0.5,0.0,0.0,1.0,1,14.5,2946,2849,0.45454545454545453,0.00017082135841985462,2,6
#,#,#,#,#,#,#,#,0.0,0.0,#,1.0,0.0016215661388371393,0.0017597367663334674,0.0,724.2318140316058,384.623761700509,1.1880082177665303e-09,1,19.258236412846408,2994,2849,0.18181818181818182,0.006698625906432622,21,40
1.0,1.0,#,#,#,0.0,#,#,#,1.0,1.0,0.0,0.0727211990950091,inf,0.1,0.0,0.0,1.0,1,23.25,2963,2855,0.45454545454545453,0.0002739032126387324,4,7
#,0.0,1.0,#,0.0,#,#,#,#,1.0,#,1.0,0.045217990006174456,0.00365625,0.11919888445839132,0.0,0.0,1.0,1,16.0,2966,2860,0.36363636363636365,0.0001884925334288051,1,2
1.0,0.0,#,0.0,0.0,1.0,1.0,#,0.0,#,#,1.0,0.01485582106787031,0.00125,0.0,0.0,0.0,1.0,1,16.666666666666668,2860,2860,0.6363636363636364,0.00019634638898833866,0,1
1.0,0.0,0.0,#,#,#,#,0.0,#,#,1.0,1.0,0.047836656252274026,inf,0.14285714285714285,0.0,0.0,1.0,1,29.0,2982,2863,0.45454545454545453,0.00034164271683970925,2,4
1.0,0.0,0.0,#,1.0,#,#,0.0,#,#,#,1.0,0.02156052695692144,inf,0.14285714285714285,0.0,0.0,1.0,1,30.0,2879,2863,0.45454545454545453,0.00035342350017900955,1,3
0.0,#,1.0,#,#,#,0.0,#,#,#,#,1.0,0.011182234767970017,0.0017657403136531365,0.0,584.0,375.46666666666664,1.340118074318883e-09,1,22.168,2966,2875,0.2727272727272727,0.00026115640506560944,7,17
#,#,1.0,1.0,0.0,1.0,0.0,0.0,#,#,#,0.0,0.10855562046747559,0.002625,0.0,1000.0,0.0,1.0,1,21.0,2877,2877,0.5454545454545454,0.0002473964501253067,2,2
1.0,#,1.0,#,#,#,1.0,0.0,#,#,#,1.0,0.08949822484405626,0.001828125,0.0,600.0,336.66666666666663,2.3120616208844006e-09,1,17.4,2986,2878,0.36363636363636365,0.0002049856301038255,5,10
#,1.0,0.0,0.0,#,#,#,0.0,0.0,1.0,#,1.0,0.026479698304441135,0.001875,0.0,800.0,160.0,9.5367431640625e-08,1,27.034879999999998,2880,2880,0.5454545454545454,0.00031849206388398336,0,0
#,1.0,0.0,0.0,#,#,1.0,0.0,#,1.0,#,1.0,0.041334908473319235,0.002625,0.0,1000.0,0.0,1.0,1,20.0,2880,2880,0.5454545454545454,0.00023561566678600637,1,2
#,0.0,#,0.0,#,0.0,#,0.0,0.0,0.0,0.0,0.0,0.006412548258164072,0.0013768592755180626,0.0,864.0455680000001,210.46886399999994,2.4213675345066962e-08,1,22.770064896,2881,2881,0.6363636363636364,0.00026824920116158384,0,1
#,0.0,#,0.0,#,0.0,#,#,0.0,#,0.0,0.0,0.12817632924142,0.0033125,0.0,1000.0,0.0,1.0,1,14.0,2974,2881,0.45454545454545453,0.00016493096675020445,3,4
#,#,1.0,1.0,0.0,#,1.0,1.0,0.0,#,1.0,1.0,0.032738455136414234,0.000625,0.0,750.0,250.0,1.0240000000000001e-08,1,9.5,2882,2882,0.6363636363636364,0.00011191744172335302,0,1
0.0,#,#,#,#,#,1.0,#,#,1.0,1.0,0.0,0.09039944772788533,0.002150735294117647,0.0,200.0,160.0,9.5367431640625e-08,1,25.384,2995,2882,0.36363636363636365,0.00031195514282467244,7,10
1.0,#,1.0,#,1.0,#,#,0.0,#,0.0,#,1.0,0.07176837169862026,0.0016562499999999997,0.0,666.6666666666666,277.77777777777777,6.0466176e-09,1,19.0,2965,2883,0.45454545454545453,0.00022383488344670605,3,6
1.0,#,#,#,#,#,1.0,0.0,#,#,0.0,1.0,0.0363771425600905,0.001828125,0.0,500.0,250.0,1.0240000000000001e-08,1,25.0,2986,2883,0.36363636363636365,0.00029451958348250795,2,6
0.0,#,#,0.0,1.0,#,#,#,#,#,1.0,0.0,0.03384139787680059,0.001828125,0.0,800.0,256.66666666666663,8.977442821644243e-09,1,16.4,2995,2886,0.36363636363636365,0.00017965694592432985,5,6
#,#,#,0.0,1.0,0.0,#,#,#,#,1.0,0.0,0.03508055670029239,0.001828125,0.0,680.0,314.6666666666667,3.2415020612793396e-09,1,17.48,2995,2886,0.36363636363636365,0.00019556100343238528,6,9
#,1.0,#,#,0.0,#,#,#,#,#,#,0.0,0.026354065684212256,0.00195703125,0.0,766.5657487359999,341.8403373056,2.142315639550983e-09,1,21.1017665806336,2989,2888,0.18181818181818182,0.00024859534016293254,17,30
0.0,#,#,0.0,0.0,#,#,#,1.0,#,#,0.0,0.037119759929393495,0.001828125,0.0,500.0,250.0,1.0240000000000001e-08,1,20.0,2925,2888,0.36363636363636365,0.00023561566678600637,2,4
#,1.0,1.0,#,1.0,0.0,0.0,0.0,#,#,#,1.0,0.015314285034025515,0.002625,0.0,0.0,0.0,1.0,1,20.240000000000002,2893,2893,0.5454545454545454,0.00023844305478743847,0,1
0.0,1.0,1.0,#,#,#,0.0,#,#,#,0.0,1.0,0.037251427777279925,inf,0.3333333333333333,0.0,0.0,1.0,1,26.0,2960,2893,0.45454545454545453,0.00030630036682180824,1,5
#,0.0,1.0,#,1.0,#,#,#,#,#,1.0,1.0,0.11959037728603757,0.0021937499999999982,0.0,666.6666666666667,222.22222222222226,1.845281249999999e-08,1,15.333333333333334,2911,2897,0.36363636363636365,0.00018063867786927154,3,7
1.0,#,1.0,#,#,#,#,0.0,0.0,#,#,1.0,0.04138410895815774,0.001828125,0.0,500.0,250.0,1.0240000000000001e-08,1,12.0,2941,2897,0.36363636363636365,0.00014136940007160382,2,8
#,0.0,#,0.0,#,#,#,0.0,#,#,0.0,0.0,0.03214545823269792,0.002193749999999999,0.0,666.6666666666667,222.22222222222226,1.845281249999999e-08,1,20.0,2983,2898,0.36363636363636365,0.00023561566678600637,3,4
1.0,#,#,#,#,#,1.0,#,#,1.0,1.0,0.0,0.04236323053279458,0.0024375,0.0,250.0,187.5,4.315127572016461e-08,1,24.25,2987,2900,0.36363636363636365,0.0002856839959780327,4,7
0.0,1.0,#,#,1.0,#,1.0,#,#,#,#,0.0,0.07392390513884334,0.0015669642857142857,0.0,666.6666666666666,277.77777777777777,6.0466176e-09,1,17.0,2995,2902,0.36363636363636365,0.00017671175008950477,3,6
0.0,#,0.0,1.0,#,1.0,1.0,0.0,#,#,#,0.0,0.01932576372426849,0.0019765209847767548,0.0,332.02278400000006,316.08709120000003,3.1693207977010684e-09,1,37.1225672704,2902,2902,0.5454545454545454,0.00043733292201118357,0,2
1.0,1.0,1.0,#,#,#,#,#,#,#,1.0,1.0,0.43419192896940184,inf,0.3333333333333333,1000.0,0.0,1.0,1,16.224,2994,2905,0.36363636363636365,0.00019113142889680835,7,11
#,0.0,1.0,1.0,1.0,#,0.0,#,#,1.0,1.0,0.0,0.018350566258917102,0.0004313914964108228,0.0,948.8,0.0,1.0,1,18.2,2908,2908,0.6363636363636364,0.0002144102567752658,0,0
1.0,0.0,1.0,#,1.0,#,#,0.0,#,#,1.0,1.0,0.018350566258917102,0.0013125,0.0,948.8,0.0,1.0,1,16.061376000000003,2908,2908,0.5454545454545454,0.000189215590787038,0,1
0.0,0.0,#,#,#,0.0,0.0,0.0,#,#,#,0.0,0.07304331151842786,0.00165625,0.0,0.0,0.0,1.0,1,15.0,2919,2909,0.45454545454545453,0.00017671175008950477,1,3
#,#,0.0,1.0,0.0,0.0,#,0.0,#,#,0.0,0.0,0.11678212603131813,0.00175,0.0,1000.0,0.0,1.0,1,8.0,2909,2909,0.5454545454545454,9.424626671440255e-05,1,1
0.0,0.0,1.0,#,#,#,0.0,#,#,#,#,1.0,0.009397779246605762,0.001828125,0.0,666.6666666666666,277.77777777777777,6.0466176e-09,1,22.666666666666668,2966,2920,0.36363636363636365,0.0002670310890241406,3,4
0.0,#,1.0,#,#,#,#,#,#,#,#,1.0,0.08958764504014557,0.00195703125,0.0,815.6800000000001,253.952,9.46764167478722e-09,1,20.24096,2990,2920,0.18181818181818182,0.00023845436433944417,9,23
#,#,1.0,1.0,0.0,#,1.0,0.0,0.0,#,0.0,0.0,0.015188380791185408,0.0007267441860465116,0.01262954092330831,640.0,256.0,9.09494701772928e-09,1,20.81184,2921,2921,0.6363636363636364,0.00024517977793218394,0,0
0.0,#,1.0,1.0,0.0,#,1.0,#,0.0,#,0.0,1.0,0.015188380791185408,0.000625,0.010861405194045147,640.0,256.0,9.09494701772928e-09,1,20.81184,2921,2921,0.6363636363636364,0.00024517977793218394,0,1
0.0,0.0,#,0.0,0.0,#,1.0,#,#,1.0,0.0,0.0,0.025463632491472144,inf,0.3333333333333333,1000.0,0.0,1.0,1,20.32,2922,2922,0.6363636363636364,0.00023938551745458246,0,0
0.0,#,0.0,0.0,0.0,#,#,#,#,1.0,#,0.0,0.04846245238743216,0.0011041666666666667,0.0,0.0,0.0,1.0,1,29.0,2925,2922,0.45454545454545453,0.00034164271683970925,1,1
1.0,1.0,#,#,1.0,0.0,#,#,#,#,1.0,0.0,0.018992172320868424,0.0033125,0.0,0.0,0.0,1.0,1,31.0,2934,2923,0.45454545454545453,0.00036520428351830984,1,4
#,#,1.0,0.0,#,#,#,#,#,#,1.0,0.0,0.01579135466888509,0.002088068181818184,0.0,333.33333333333337,277.77777777777777,6.0466176e-09,1,20.0,2963,2923,0.2727272727272727,0.00023561566678600637,3,10
#,0.0,0.0,1.0,#,#,0.0,1.0,#,#,#,0.0,0.005924711983625335,0.0009144205498203588,0.0,905.62816,180.35507199999998,5.240324719001988e-08,1,18.762551295999998,2927,2927,0.45454545454545453,0.00022103755171068437,0,1
