Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time 
2960,0.9,0.5408181818181815,814,1000,25,11,625.9375,0,0,1,0,1,3.695037364959717,2.034944772720337,0.6958065032958984,0.44255733489990234,0.1055753231048584,0.006998777389526367
2961,0.9,0.5408181818181815,814,1000,28,15,733.375,0,0,1,0,1,3.6980373859405518,2.035945177078247,0.6978061199188232,0.44255733489990234,0.1055753231048584,0.006998777389526367
2962,0.9,0.5408181818181815,814,1000,30,17,1260.6818181818182,0,1,0,0,2,3.7010374069213867,2.035945177078247,0.699805736541748,0.44255733489990234,0.1055753231048584,0.006998777389526367
2963,0.9,0.5408181818181815,815,1000,48,26,824.3030303030305,0,1,1,0,1,3.70403790473938,2.035945177078247,0.7018060684204102,0.44255733489990234,0.1055753231048584,0.006998777389526367
2964,0.88,0.5408181818181815,815,1000,25,17,958.7826086956522,0,0,0,0,0,3.705037832260132,2.035945177078247,0.7018060684204102,0.44255733489990234,0.1055753231048584,0.006998777389526367
2965,0.88,0.5408181818181815,815,1000,34,18,926.0454545454545,0,0,0,0,0,3.706038475036621,2.035945177078247,0.7018060684204102,0.44255733489990234,0.1055753231048584,0.006998777389526367
2966,0.88,0.5408181818181815,815,1000,21,9,1271.8,0,0,0,0,0,3.706038475036621,2.035945177078247,0.7018060684204102,0.44255733489990234,0.1055753231048584,0.006998777389526367
2967,0.88,0.5408181818181815,815,1000,36,20,909.304347826087,0,0,0,0,0,3.707037925720215,2.036944627761841,0.7018060684204102,0.44255733489990234,0.1055753231048584,0.006998777389526367
2968,0.88,0.5408181818181815,815,1000,22,12,996.9375,0,0,0,0,0,3.7080376148223877,2.0379443168640137,0.7018060684204102,0.44255733489990234,0.1055753231048584,0.006998777389526367
2969,0.88,0.5408181818181815,815,1000,23,10,1483.3333333333333,0,0,0,0,0,3.7090375423431396,2.0389442443847656,0.7018060684204102,0.44255733489990234,0.1055753231048584,0.006998777389526367
2970,0.88,0.5408181818181815,815,1000,40,19,539.9047619047619,0,0,0,0,0,3.7100377082824707,2.0399444103240967,0.7018060684204102,0.44255733489990234,0.1055753231048584,0.006998777389526367
2971,0.88,0.5408181818181815,815,1000,20,12,992.6428571428571,0,0,1,0,1,3.7130379676818848,2.0409445762634277,0.7028059959411621,0.4435575008392334,0.1055753231048584,0.006998777389526367
2972,0.88,0.5408181818181815,815,1000,34,17,1042.55,0,0,0,0,0,3.7140376567840576,2.0419442653656006,0.7028059959411621,0.4435575008392334,0.1055753231048584,0.006998777389526367
2973,0.88,0.5408181818181815,815,1000,32,18,1037.1363636363637,0,0,1,0,1,3.7170374393463135,2.0429444313049316,0.7038049697875977,0.44455814361572266,0.1055753231048584,0.006998777389526367
2974,0.88,0.5408181818181815,815,1000,34,14,850.0,0,0,1,0,1,3.7200374603271484,2.0439445972442627,0.7048044204711914,0.4455585479736328,0.1055753231048584,0.006998777389526367
2975,0.88,0.5408181818181815,816,1000,12,6,443.14285714285734,0,1,1,0,1,3.7230379581451416,2.044945240020752,0.7068042755126953,0.4455585479736328,0.1055753231048584,0.006998777389526367
2976,0.88,0.5408181818181815,816,1000,29,13,1102.1,0,0,0,0,0,3.7240378856658936,2.045945167541504,0.7068042755126953,0.4455585479736328,0.1055753231048584,0.006998777389526367
2977,0.88,0.5408181818181815,815,1000,23,17,643.909090909091,0,0,1,0,2,3.7260379791259766,2.045945167541504,0.7078044414520264,0.4455585479736328,0.1055753231048584,0.006998777389526367
2978,0.88,0.5408181818181815,815,1000,37,15,523.1875,0,0,0,0,0,3.7270374298095703,2.0469446182250977,0.7078044414520264,0.4455585479736328,0.1055753231048584,0.006998777389526367
2979,0.88,0.5408181818181815,815,1000,34,17,913.7083333333335,0,0,0,0,0,3.7280380725860596,2.047945261001587,0.7078044414520264,0.4455585479736328,0.1055753231048584,0.006998777389526367
2980,0.86,0.5408181818181815,815,1000,28,9,880.2222222222222,0,0,0,0,0,3.7290377616882324,2.0489449501037598,0.7078044414520264,0.4455585479736328,0.1055753231048584,0.006998777389526367
2981,0.86,0.5408181818181815,815,1000,32,13,1152.6875,0,0,0,0,0,3.7300376892089844,2.0499448776245117,0.7078044414520264,0.4455585479736328,0.1055753231048584,0.006998777389526367
2982,0.86,0.5408181818181815,814,1000,32,16,979.5263157894738,0,0,1,0,1,3.7330379486083984,2.0509448051452637,0.7088046073913574,0.44655871391296387,0.1055753231048584,0.006998777389526367
2983,0.86,0.5408181818181815,814,1000,33,19,404.7142857142858,0,0,0,0,0,3.7340376377105713,2.0519444942474365,0.7088046073913574,0.44655871391296387,0.1055753231048584,0.006998777389526367
2984,0.86,0.5408181818181815,813,1000,24,13,801.8064516129034,1,0,1,0,1,3.737037181854248,2.0529444217681885,0.7108042240142822,0.44655871391296387,0.1055753231048584,0.006998777389526367
2985,0.86,0.5408181818181815,813,1000,26,20,919.1304347826085,0,1,1,0,1,3.7390379905700684,2.0529444217681885,0.7118043899536133,0.44655871391296387,0.1055753231048584,0.006998777389526367
2986,0.86,0.5408181818181815,813,1000,24,12,701.1999999999998,0,0,0,0,0,3.7400379180908203,2.0539443492889404,0.7118043899536133,0.44655871391296387,0.1055753231048584,0.006998777389526367
2987,0.86,0.5408181818181815,813,1000,25,12,993.8461538461538,0,0,0,0,0,3.7410378456115723,2.0549442768096924,0.7118043899536133,0.44655871391296387,0.1055753231048584,0.006998777389526367
2988,0.86,0.5408181818181815,813,1000,28,12,840.6428571428573,0,0,0,0,0,3.742037773132324,2.0559442043304443,0.7118043899536133,0.44655871391296387,0.1055753231048584,0.006998777389526367
2989,0.86,0.5408181818181815,813,1000,30,16,655.4444444444443,0,0,0,0,0,3.7430379390716553,2.0569443702697754,0.7118043899536133,0.44655871391296387,0.1055753231048584,0.006998777389526367
2990,0.86,0.5408181818181815,813,1000,33,17,995.8125,0,0,0,0,0,3.7440381050109863,2.0579445362091064,0.7118043899536133,0.44655871391296387,0.1055753231048584,0.006998777389526367
2991,0.86,0.5408181818181815,812,1000,19,9,625.0,0,0,1,0,2,3.747037649154663,2.0589442253112793,0.712803840637207,0.447559118270874,0.1055753231048584,0.006998777389526367
2992,0.86,0.5408181818181815,811,1000,37,18,975.2121212121212,1,1,1,0,2,3.750037431716919,2.0599443912506104,0.7148034572601318,0.447559118270874,0.1055753231048584,0.006998777389526367
2993,0.86,0.5408181818181815,811,1000,36,15,788.5882352941176,0,1,1,0,2,3.753037214279175,2.0609447956085205,0.7168028354644775,0.447559118270874,0.1055753231048584,0.006998777389526367
2994,0.86,0.5408181818181815,811,1000,27,19,1503.4848484848485,0,0,0,0,0,3.754037857055664,2.0609447956085205,0.7168028354644775,0.447559118270874,0.1055753231048584,0.006998777389526367
2995,0.86,0.5408181818181815,811,1000,25,10,824.8333333333335,0,1,0,0,2,3.756038188934326,2.0609447956085205,0.7178030014038086,0.447559118270874,0.1055753231048584,0.006998777389526367
2996,0.86,0.5408181818181815,811,1000,31,10,495.3333333333335,0,0,0,0,0,3.757037878036499,2.0619444847106934,0.7178030014038086,0.447559118270874,0.1055753231048584,0.006998777389526367
2997,0.86,0.5408181818181815,811,1000,24,12,833.3846153846152,0,0,0,0,0,3.75803804397583,2.0629446506500244,0.7178030014038086,0.447559118270874,0.1055753231048584,0.006998777389526367
2998,0.86,0.5408181818181815,812,1000,29,14,850.2352941176468,0,0,1,0,0,3.761037588119507,2.0639443397521973,0.7187964916229248,0.4485654830932617,0.1055753231048584,0.006998777389526367
2999,0.86,0.5155454545454538,811,1000,31,15,789.5882352941176,0,0,1,0,2,3.7640373706817627,2.0649445056915283,0.7197957038879395,0.4495658874511719,0.1055753231048584,0.006998777389526367
3000,0.88,0.5155454545454538,811,1000,24,14,804.0588235294117,0,0,0,0,0,3.765038251876831,2.0659453868865967,0.7197957038879395,0.4495658874511719,0.1055753231048584,0.006998777389526367
3001,0.88,0.5155454545454538,811,1000,27,16,843.2352941176468,0,0,0,0,0,3.766037940979004,2.0669450759887695,0.7197957038879395,0.4495658874511719,0.1055753231048584,0.006998777389526367
3002,0.88,0.5155454545454538,811,1000,39,22,452.85185185185173,0,0,0,0,0,3.767038106918335,2.0679452419281006,0.7197957038879395,0.4495658874511719,0.1055753231048584,0.006998777389526367
3003,0.88,0.5155454545454538,813,1000,27,7,991.1428571428571,0,1,1,0,0,3.7710375785827637,2.0689451694488525,0.7217950820922852,0.45056605339050293,0.1055753231048584,0.006998777389526367
3004,0.88,0.5155454545454538,812,1000,28,13,652.7857142857142,0,0,1,0,2,3.773038387298584,2.0699455738067627,0.7227954864501953,0.45056605339050293,0.1055753231048584,0.006998777389526367
3005,0.88,0.5155454545454538,812,1000,26,12,974.1428571428571,0,0,0,0,0,3.7740378379821777,2.0709450244903564,0.7227954864501953,0.45056605339050293,0.1055753231048584,0.006998777389526367
3006,0.9,0.5155454545454538,812,1000,21,11,890.4615384615386,0,0,0,0,0,3.775038003921509,2.0719451904296875,0.7227954864501953,0.45056605339050293,0.1055753231048584,0.006998777389526367
3007,0.88,0.5155454545454538,812,1000,35,15,1118.4444444444443,0,0,0,0,0,3.77603816986084,2.0729453563690186,0.7227954864501953,0.45056605339050293,0.1055753231048584,0.006998777389526367
3008,0.88,0.5155454545454538,812,1000,29,22,1280.7777777777778,0,0,0,0,0,3.7770376205444336,2.0739448070526123,0.7227954864501953,0.45056605339050293,0.1055753231048584,0.006998777389526367
3009,0.88,0.5155454545454538,810,1000,24,9,706.1666666666665,2,0,0,0,0,3.7780377864837646,2.0749449729919434,0.7227954864501953,0.45056605339050293,0.1055753231048584,0.006998777389526367
3010,0.88,0.5155454545454538,809,1000,33,15,656.7894736842104,0,0,1,0,2,3.7810380458831787,2.0759451389312744,0.7237956523895264,0.4515659809112549,0.1055753231048584,0.006998777389526367
3011,0.88,0.5155454545454538,809,1000,16,7,1564.6,0,0,0,0,0,3.7820377349853516,2.0769448280334473,0.7237956523895264,0.4515659809112549,0.1055753231048584,0.006998777389526367
3012,0.88,0.5155454545454538,811,1000,28,18,742.913043478261,0,0,1,0,0,3.7850375175476074,2.0779449939727783,0.7247951030731201,0.45256614685058594,0.1055753231048584,0.006998777389526367
3013,0.88,0.5155454545454538,811,1000,14,11,808.6666666666665,0,0,0,0,0,3.7860379219055176,2.0789453983306885,0.7247951030731201,0.45256614685058594,0.1055753231048584,0.006998777389526367
3014,0.88,0.5155454545454538,811,1000,34,15,697.909090909091,0,0,0,0,0,3.7870378494262695,2.0799453258514404,0.7247951030731201,0.45256614685058594,0.1055753231048584,0.006998777389526367
3015,0.88,0.5155454545454538,811,1000,27,15,1272.8947368421052,0,0,0,0,0,3.7880377769470215,2.0809452533721924,0.7247951030731201,0.45256614685058594,0.1055753231048584,0.006998777389526367
3016,0.88,0.5155454545454538,813,1000,32,13,1271.0666666666666,0,1,1,0,0,3.7910373210906982,2.0819458961486816,0.7257943153381348,0.4535658359527588,0.1055753231048584,0.006998777389526367
3017,0.88,0.5155454545454538,813,1000,31,16,670.5999999999999,0,0,0,0,0,3.7920377254486084,2.082946300506592,0.7257943153381348,0.4535658359527588,0.1055753231048584,0.006998777389526367
3018,0.88,0.5155454545454538,813,1000,25,14,855.2857142857142,0,0,0,0,0,3.7930381298065186,2.083946704864502,0.7257943153381348,0.4535658359527588,0.1055753231048584,0.006998777389526367
3019,0.88,0.5155454545454538,813,1000,30,14,1167.9375,0,0,0,0,0,3.7940378189086914,2.084946393966675,0.7257943153381348,0.4535658359527588,0.1055753231048584,0.006998777389526367
3020,0.88,0.5155454545454538,813,1000,23,14,967.7647058823532,0,0,0,0,0,3.7950377464294434,2.0859463214874268,0.7257943153381348,0.4535658359527588,0.1055753231048584,0.006998777389526367
3021,0.88,0.5155454545454538,812,1000,34,18,632.318181818182,0,0,1,0,2,3.7980377674102783,2.086946487426758,0.7267940044403076,0.45456600189208984,0.1055753231048584,0.006998777389526367
3022,0.88,0.5155454545454538,811,1000,30,17,1184.7,0,0,1,0,2,3.8010380268096924,2.0879464149475098,0.7287943363189697,0.45456600189208984,0.1055753231048584,0.006998777389526367
3023,0.88,0.5155454545454538,811,1000,34,17,590.6666666666665,0,0,0,0,0,3.8020381927490234,2.088946580886841,0.7287943363189697,0.45456600189208984,0.1055753231048584,0.006998777389526367
3024,0.88,0.5155454545454538,811,1000,23,15,1246.32,0,0,0,0,0,3.8030378818511963,2.0899462699890137,0.7287943363189697,0.45456600189208984,0.1055753231048584,0.006998777389526367
3025,0.88,0.5155454545454538,811,1000,23,15,743.8947368421054,0,1,1,0,2,3.8060379028320312,2.0909461975097656,0.7307944297790527,0.45456600189208984,0.1055753231048584,0.006998777389526367
3026,0.88,0.5155454545454538,812,1000,26,14,960.3125,0,0,1,0,1,3.809037923812866,2.0919458866119385,0.7327947616577148,0.45456600189208984,0.1055753231048584,0.006998777389526367
3027,0.9,0.5155454545454538,812,1000,31,15,1334.409090909091,0,0,0,0,0,3.8100380897521973,2.0919458866119385,0.7327947616577148,0.45456600189208984,0.1055753231048584,0.006998777389526367
3028,0.9,0.5155454545454538,812,1000,25,9,679.5999999999999,0,0,0,0,0,3.811038017272949,2.0919458866119385,0.7327947616577148,0.45456600189208984,0.1055753231048584,0.006998777389526367
3029,0.9,0.5155454545454538,812,1000,33,15,636.125,0,0,0,0,0,3.812037944793701,2.0919458866119385,0.7327947616577148,0.45456600189208984,0.1055753231048584,0.006998777389526367
3030,0.9,0.5155454545454538,812,1000,36,17,941.1428571428573,0,0,0,0,0,3.813037872314453,2.0919458866119385,0.7327947616577148,0.45456600189208984,0.1055753231048584,0.006998777389526367
3031,0.9,0.5155454545454538,812,1000,28,12,534.0,0,0,1,0,2,3.816037893295288,2.0919458866119385,0.7347948551177979,0.45456600189208984,0.1055753231048584,0.006998777389526367
3032,0.9,0.5155454545454538,812,1000,17,9,1946.2608695652175,0,0,1,0,1,3.8180384635925293,2.0919458866119385,0.735795259475708,0.45456600189208984,0.1055753231048584,0.006998777389526367
3033,0.88,0.5155454545454538,812,1000,24,13,1417.764705882353,0,0,0,0,0,3.820037841796875,2.0929453372955322,0.735795259475708,0.45456600189208984,0.1055753231048584,0.006998777389526367
3034,0.88,0.5155454545454538,812,1000,35,14,1232.64,0,0,0,0,0,3.821038007736206,2.0929453372955322,0.735795259475708,0.45456600189208984,0.1055753231048584,0.006998777389526367
3035,0.88,0.5155454545454538,812,1000,27,17,1160.142857142857,0,0,0,0,0,3.822038173675537,2.0929453372955322,0.735795259475708,0.45456600189208984,0.1055753231048584,0.006998777389526367
3036,0.88,0.5155454545454538,812,1000,27,13,877.8571428571427,0,0,1,0,1,3.825037956237793,2.0929453372955322,0.7367949485778809,0.45456600189208984,0.1055753231048584,0.006998777389526367
3037,0.88,0.5155454545454538,813,1000,21,14,1033.8666666666666,0,1,1,0,1,3.827038049697876,2.0929453372955322,0.7377943992614746,0.45456600189208984,0.10657596588134766,0.006998777389526367
3038,0.88,0.5155454545454538,813,1000,20,13,1770.5185185185185,0,0,0,0,0,3.828038215637207,2.0939455032348633,0.7377943992614746,0.45456600189208984,0.10657596588134766,0.006998777389526367
3039,0.88,0.5155454545454538,813,1000,21,14,1278.9375,0,0,0,0,0,3.829038381576538,2.0949456691741943,0.7377943992614746,0.45456600189208984,0.10657596588134766,0.006998777389526367
3040,0.88,0.5155454545454538,813,1000,22,10,2023.7619047619048,0,1,0,0,2,3.832038164138794,2.0959458351135254,0.7387940883636475,0.4555659294128418,0.10657596588134766,0.006998777389526367
3041,0.88,0.5155454545454538,814,1000,25,13,1222.4375,0,1,1,0,1,3.8350374698638916,2.0969462394714355,0.7397935390472412,0.45656538009643555,0.10657596588134766,0.006998777389526367
3042,0.88,0.5155454545454538,814,1000,25,8,1017.625,0,0,0,0,0,3.8360378742218018,2.0979466438293457,0.7397935390472412,0.45656538009643555,0.10657596588134766,0.006998777389526367
3043,0.88,0.5155454545454538,814,1000,32,11,805.4705882352941,0,0,0,0,0,3.8370378017425537,2.0989465713500977,0.7397935390472412,0.45656538009643555,0.10657596588134766,0.006998777389526367
3044,0.88,0.5155454545454538,814,1000,35,15,878.875,0,0,0,0,0,3.8380377292633057,2.0999464988708496,0.7397935390472412,0.45656538009643555,0.10657596588134766,0.006998777389526367
3045,0.88,0.5155454545454538,814,1000,17,7,642.25,0,0,0,0,0,3.8390378952026367,2.1009466648101807,0.7397935390472412,0.45656538009643555,0.10657596588134766,0.006998777389526367
3046,0.9,0.5155454545454538,814,1000,31,14,1372.0,0,0,0,0,0,3.8400378227233887,2.1019465923309326,0.7397935390472412,0.45656538009643555,0.10657596588134766,0.006998777389526367
3047,0.9,0.5155454545454538,814,1000,39,17,1169.85,0,0,0,0,0,3.8410377502441406,2.1029465198516846,0.7397935390472412,0.45656538009643555,0.10657596588134766,0.006998777389526367
3048,0.9,0.5155454545454538,814,1000,34,15,1209.6666666666667,0,1,0,0,2,3.8440372943878174,2.1039466857910156,0.740792989730835,0.4575653076171875,0.10657596588134766,0.006998777389526367
3049,0.9,0.5155454545454538,814,1000,26,8,911.375,0,0,0,0,0,3.8450376987457275,2.104947090148926,0.740792989730835,0.4575653076171875,0.10657596588134766,0.006998777389526367
3050,0.9,0.5155454545454538,814,1000,21,10,1110.1,0,0,0,0,0,3.846038579940796,2.105947971343994,0.740792989730835,0.4575653076171875,0.10657596588134766,0.006998777389526367
3051,0.9,0.5155454545454538,814,1000,33,17,1651.5,0,0,0,0,0,3.847038507461548,2.106947898864746,0.740792989730835,0.4575653076171875,0.10657596588134766,0.006998777389526367
3052,0.9,0.5155454545454538,813,1000,30,20,1519.2058823529412,1,0,1,0,1,3.8500375747680664,2.107947587966919,0.7417924404144287,0.45856523513793945,0.10657596588134766,0.006998777389526367
3053,0.9,0.5155454545454538,813,1000,32,17,1034.090909090909,0,0,0,0,0,3.8510377407073975,2.10894775390625,0.7417924404144287,0.45856523513793945,0.10657596588134766,0.006998777389526367
3054,0.88,0.5155454545454538,813,1000,20,11,1214.7692307692307,0,0,0,0,0,3.8520381450653076,2.10994815826416,0.7417924404144287,0.45856523513793945,0.10657596588134766,0.006998777389526367
3055,0.88,0.5155454545454538,813,1000,39,21,642.318181818182,0,0,0,0,0,3.8530378341674805,2.110947847366333,0.7417924404144287,0.45856523513793945,0.10657596588134766,0.006998777389526367
3056,0.88,0.5155454545454538,812,1000,37,20,588.5357142857142,1,0,0,0,0,3.8540382385253906,2.111948251724243,0.7417924404144287,0.45856523513793945,0.10657596588134766,0.006998777389526367
3057,0.88,0.5155454545454538,812,1000,29,17,592.782608695652,0,0,0,0,0,3.8550379276275635,2.112947940826416,0.7417924404144287,0.45856523513793945,0.10657596588134766,0.006998777389526367
3058,0.9,0.5155454545454538,812,1000,26,15,953.3499999999999,0,0,0,0,0,3.8570380210876465,2.113948345184326,0.7417924404144287,0.45856523513793945,0.10657596588134766,0.006998777389526367
3059,0.9,0.5155454545454538,813,1000,29,13,774.6999999999998,0,1,1,0,1,3.860037326812744,2.113948345184326,0.7437920570373535,0.45856523513793945,0.10657596588134766,0.006998777389526367
3060,0.9,0.5155454545454538,812,1000,33,21,1096.8461538461538,0,0,1,0,2,3.863037586212158,2.113948345184326,0.7457916736602783,0.45856523513793945,0.10657596588134766,0.006998777389526367
3061,0.9,0.5155454545454538,812,1000,22,7,581.0,0,0,0,0,0,3.8640377521514893,2.113948345184326,0.7457916736602783,0.45856523513793945,0.10657596588134766,0.006998777389526367
3062,0.9,0.5155454545454538,812,1000,27,6,760.8333333333335,0,1,1,0,2,3.8660378456115723,2.113948345184326,0.7467913627624512,0.45856523513793945,0.10757637023925781,0.006998777389526367
3063,0.9,0.5155454545454538,812,1000,22,9,1272.2222222222222,0,1,1,0,2,3.869037389755249,2.1149485111236572,0.7477908134460449,0.4595651626586914,0.10757637023925781,0.006998777389526367
3064,0.9,0.5155454545454538,812,1000,26,15,688.7368421052633,0,0,0,0,0,3.870037794113159,2.1159489154815674,0.7477908134460449,0.4595651626586914,0.10757637023925781,0.006998777389526367
3065,0.9,0.5155454545454538,812,1000,30,17,975.8461538461538,0,0,0,0,0,3.8710379600524902,2.1169490814208984,0.7477908134460449,0.4595651626586914,0.10757637023925781,0.006998777389526367
3066,0.9,0.5155454545454538,812,1000,28,15,611.0,0,0,0,0,0,3.8720381259918213,2.1179492473602295,0.7477908134460449,0.4595651626586914,0.10757637023925781,0.006998777389526367
3067,0.88,0.5155454545454538,812,1000,31,6,827.6666666666665,0,0,0,0,0,3.8730380535125732,2.1189491748809814,0.7477908134460449,0.4595651626586914,0.10757637023925781,0.006998777389526367
3068,0.88,0.5155454545454538,812,1000,39,18,669.181818181818,0,0,0,0,0,3.874037742614746,2.1199488639831543,0.7477908134460449,0.4595651626586914,0.10757637023925781,0.006998777389526367
3069,0.88,0.5155454545454538,812,1000,18,9,1000.8888888888887,0,0,0,0,0,3.875037908554077,2.1209490299224854,0.7477908134460449,0.4595651626586914,0.10757637023925781,0.006998777389526367
3070,0.88,0.5155454545454538,812,1000,32,15,1110.5666666666666,0,0,0,0,0,3.8760385513305664,2.1219496726989746,0.7477908134460449,0.4595651626586914,0.10757637023925781,0.006998777389526367
3071,0.88,0.5155454545454538,812,1000,42,23,830.5833333333335,0,0,0,0,0,3.8770382404327393,2.1229493618011475,0.7477908134460449,0.4595651626586914,0.10757637023925781,0.006998777389526367
3072,0.88,0.5155454545454538,812,1000,40,24,985.6666666666665,0,0,1,0,1,3.880038022994995,2.1229493618011475,0.748790979385376,0.4595651626586914,0.10757637023925781,0.007998943328857422
3073,0.88,0.5155454545454538,812,1000,34,15,1201.375,0,0,0,0,0,3.881037950515747,2.1239492893218994,0.748790979385376,0.4595651626586914,0.10757637023925781,0.007998943328857422
3074,0.88,0.5155454545454538,812,1000,17,9,872.6153846153848,0,0,0,0,0,3.88203763961792,2.1249489784240723,0.748790979385376,0.4595651626586914,0.10757637023925781,0.007998943328857422
3075,0.88,0.5155454545454538,812,1000,18,10,1015.818181818182,0,1,1,0,2,3.885037660598755,2.1259493827819824,0.7497906684875488,0.46056509017944336,0.10757637023925781,0.007998943328857422
3076,0.88,0.5155454545454538,811,1000,27,14,825.4761904761904,0,0,1,0,2,3.8880374431610107,2.1269497871398926,0.7507901191711426,0.4615650177001953,0.10757637023925781,0.007998943328857422
3077,0.86,0.5155454545454538,811,1000,25,13,1247.0,0,0,0,0,0,3.889037847518921,2.1279501914978027,0.7507901191711426,0.4615650177001953,0.10757637023925781,0.007998943328857422
3078,0.86,0.5155454545454538,811,1000,27,15,682.5263157894738,0,1,0,0,2,3.8920376300811768,2.128950357437134,0.7517898082733154,0.46256494522094727,0.10757637023925781,0.007998943328857422
3079,0.86,0.5155454545454538,811,1000,38,16,1135.1363636363637,0,1,0,0,2,3.8950374126434326,2.129950761795044,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.007998943328857422
3080,0.86,0.5155454545454538,811,1000,20,9,628.230769230769,0,0,0,0,0,3.8960378170013428,2.130951166152954,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.007998943328857422
3081,0.86,0.5155454545454538,811,1000,20,8,844.5,0,0,0,0,0,3.897038459777832,2.1319518089294434,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.007998943328857422
3082,0.88,0.5155454545454538,811,1000,19,13,591.7142857142858,0,0,0,0,0,3.8980376720428467,2.132951021194458,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.007998943328857422
3083,0.88,0.5155454545454538,808,1000,23,18,986.6206896551726,3,0,0,0,0,3.8990378379821777,2.132951021194458,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.007998943328857422
3084,0.88,0.5155454545454538,808,1000,31,16,714.0,0,0,0,0,0,3.9000377655029297,2.13395094871521,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.007998943328857422
3085,0.88,0.5155454545454538,808,1000,29,17,863.3333333333335,0,0,0,0,0,3.90103816986084,2.13495135307312,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.007998943328857422
3086,0.88,0.5155454545454538,808,1000,20,11,726.0,0,0,0,0,0,3.9020378589630127,2.13495135307312,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.007998943328857422
3087,0.88,0.5155454545454538,808,1000,20,10,669.2666666666669,0,0,0,0,0,3.9020378589630127,2.13495135307312,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.007998943328857422
3088,0.86,0.5155454545454538,808,1000,33,18,787.4285714285716,0,0,0,0,0,3.9030380249023438,2.13495135307312,0.7527890205383301,0.4635651111602783,0.10757637023925781,0.008999109268188477
3089,0.86,0.5155454545454538,809,1000,27,11,837.4166666666665,0,1,0,0,1,3.906038284301758,2.13495135307312,0.7537891864776611,0.4635651111602783,0.10857653617858887,0.00999903678894043
3090,0.86,0.5155454545454538,807,1000,37,13,979.6774193548385,1,0,1,0,2,3.909038543701172,2.135951042175293,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3091,0.86,0.5155454545454538,807,1000,12,3,544.3333333333335,0,0,0,0,0,3.9100377559661865,2.1369502544403076,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3092,0.86,0.5155454545454538,807,1000,41,9,920.590909090909,0,0,0,0,0,3.9110376834869385,2.1379501819610596,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3093,0.86,0.5155454545454538,807,1000,19,9,889.8333333333335,0,0,0,0,0,3.9120380878448486,2.1389505863189697,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3094,0.86,0.5155454545454538,807,1000,43,15,791.9444444444443,0,0,0,0,0,3.9130380153656006,2.1399505138397217,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3095,0.84,0.5155454545454538,807,1000,25,3,515.6666666666665,0,0,0,0,0,3.9140377044677734,2.1409502029418945,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3096,0.86,0.5155454545454538,807,1000,41,23,948.6785714285716,0,0,0,0,0,3.9150378704071045,2.1419503688812256,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3097,0.86,0.5155454545454538,807,1000,32,17,933.1666666666665,0,0,0,0,0,3.9160380363464355,2.1429505348205566,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3098,0.86,0.5155454545454538,807,1000,39,17,1285.0869565217392,0,0,0,0,0,3.9170379638671875,2.1439504623413086,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3099,0.86,0.5155454545454538,807,1000,27,18,757.7894736842104,0,0,0,0,0,3.9180378913879395,2.1449503898620605,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3100,0.86,0.5155454545454538,807,1000,31,14,932.375,0,0,0,0,0,3.9190385341644287,2.14595103263855,0.7547895908355713,0.4635651111602783,0.10957670211791992,0.00999903678894043
3101,0.86,0.5155454545454538,809,1000,27,14,601.1999999999998,0,1,0,0,0,3.9220383167266846,2.14695143699646,0.7557895183563232,0.46456456184387207,0.10957670211791992,0.00999903678894043
3102,0.86,0.5155454545454538,809,1000,19,10,951.8000000000002,0,1,0,0,2,3.9250376224517822,2.147951602935791,0.756788969039917,0.4655642509460449,0.10957670211791992,0.00999903678894043
3103,0.84,0.5155454545454538,809,1000,22,9,645.5,0,0,0,0,0,3.9260380268096924,2.148952007293701,0.756788969039917,0.4655642509460449,0.10957670211791992,0.00999903678894043
